sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,district,timestamp_ist,temperature_celsius,rain_unit_clean,rainfall_mm
SEN046,2026-08-23 18:08:33 IST,24.4,C,0.57,inches,40.0,Karnal,2026-08-23 18:08:33,24.4,in,14.477999999999998
SEN019,2026-02-09 11:48:24 IST,95.9,Fahrenheit,27.5,mm,47.0,Agra,2026-02-09 11:48:24,35.5,mm,27.5
SEN039,2026-01-28 12:10:08 IST,35.3°C,,10.6,MM,36.0,Amritsar,2026-01-28 12:10:08,35.3,mm,10.6
SEN011,2026-01-14 07:52:43 IST,79.5,°F,30.9,millimeters,89.0,Kurukshetra,2026-01-14 07:52:43,26.39,mm,30.9
SEN002,24/07/2026 13:25,17.7,Celsius,1.48,inches,71.0,Ambala,2026-07-24 13:25:00,17.7,in,37.592
SEN047,2026-01-31 18:05:24,68.4,°F,27.3,mm,69.0,Kurukshetra,2026-01-31 18:05:24,20.22,mm,27.3
SEN022,02/07/2026,78.3,Fahrenheit,0.51,inch,35.0,Bareilly,2026-07-02 00:00:00,25.72,in,12.953999999999999
SEN018,2026-06-18 20:30:29 UTC,64.4,f,36.1,MM,49.0,Sirsa,2026-06-19 02:00:29,18.0,mm,36.1
SEN043,2026-05-03 12:05:13 IST,39.0°C,,8.5,MM,58.0,Ferozepur,2026-05-03 12:05:13,39.0,mm,8.5
SEN012,2026-05-18 01:07:34 UTC,25,Celsius,1.13,inches,69.0,Ludhiana,2026-05-18 06:37:34,25.0,in,28.701999999999995
SEN006,2026-07-21 00:00:35 IST,79.3,F,-12.7,mm,48.0,Fatehabad,2026-07-21 00:00:35,26.28,mm,
SEN038,2026-01-25 16:05:40 IST,30.1,C,,,91.0,Ambala,2026-01-25 16:05:40,30.1,,
SEN036,2026-08-29 23:12:54 IST,23.3°C,,2.7,MM,52.0,Sirsa,2026-08-29 23:12:54,23.3,mm,2.7
SEN047,2026-04-16 12:55:05 IST,87.6,F,,,82.0,Kurukshetra,2026-04-16 12:55:05,30.89,,
SEN044,2026-07-31 14:21:06 IST,23.1°C,,0.54,inches,41.0,Hisar,2026-07-31 14:21:06,23.1,in,13.716
UNKNOWN,2026-05-26 20:38:20 IST,81,°F,5.8,MM,95.0,Unknown,2026-05-26 20:38:20,27.22,mm,5.8
SEN045,,62.2,f,14.7,millimeters,54.0,Jalandhar,,16.78,mm,14.7
SEN018,2026-04-08 02:14:51 IST,21.6,°C,28.1,mm,74.0,Sirsa,2026-04-08 02:14:51,21.6,mm,28.1
SEN001,,39.7,Celsius,0.51,inch,63.0,Agra,,39.7,in,12.953999999999999
SEN036,2026-04-26 10:01:48 IST,65.3,F,0.56,in,54.0,Sirsa,2026-04-26 10:01:48,18.5,in,14.224
SEN007,08-Jul-2026 18:15:41,35.7°C,,0.33,inches,40.0,Ferozepur,2026-07-08 18:15:41,35.7,in,8.382
SEN020,2026-01-01 03:40:53 IST,88.3,f,1.28,inches,68.0,Ambala,2026-01-01 03:40:53,31.28,in,32.512
SEN049,12/03/2026 22:56,63.1,Fahrenheit,0.92,inch,56.0,Meerut,2026-03-12 22:56:00,17.28,in,23.368
SEN016,2026-02-17 05:12:14 IST,21.7,C,0.46,in,,Patiala,2026-02-17 05:12:14,21.7,in,11.684
SEN031,,24.1,°C,1.1,inches,35.0,Meerut,,24.1,in,27.94
SEN034,01-08-2026 10:16 AM,94.6,F,-35.5,mm,50.0,Patiala,2026-01-08 10:16:00,34.78,mm,
SEN029,2026-06-11 13:16:17 IST,39.5,c,47.8,millimeters,48.0,Kurukshetra,2026-06-11 13:16:17,39.5,mm,47.8
SEN020,2026-05-16 03:55:13 IST,21.9,Celsius,40.6,MM,78.0,Ambala,2026-05-16 03:55:13,21.9,mm,40.6
SEN017,2026-06-22 06:56:03 IST,70.7,Fahrenheit,43.9,millimeters,90.0,Saharanpur,2026-06-22 06:56:03,21.5,mm,43.9
SEN030,2026-01-01T18:46:36,35.3,°C,1.09,inches,87.0,Ludhiana,2026-01-01 18:46:36,35.3,in,27.686
SEN049,2026-05-23 10:24:02 IST,93.2,f,0.52,in,74.0,Meerut,2026-05-23 10:24:02,34.0,in,13.208
SEN007,2026-07-02 15:59:36 IST,101.3,f,49.7,mm,74.0,Ferozepur,2026-07-02 15:59:36,38.5,mm,49.7
SEN033,2026-02-12 07:16:49 IST,34.5,c,1.16,in,51.0,Muzaffarnagar,2026-02-12 07:16:49,34.5,in,29.463999999999995
SEN009,2026-04-09 22:07:55 IST,17.5,C,1.9,MM,70.0,Jalandhar,2026-04-09 22:07:55,17.5,mm,1.9
SEN037,2026-03-05 16:47:37 UTC,78.8,Fahrenheit,9.1,millimeters,85.0,Agra,2026-03-05 22:17:37,26.0,mm,9.1
SEN028,,67.8,°F,4.4,MM,75.0,Karnal,,19.89,mm,4.4
SEN023,2026-01-07 18:57:46 IST,70.9,f,-6.3,mm,79.0,Bathinda,2026-01-07 18:57:46,21.61,mm,
SEN048,2026-03-11 03:47:58 UTC,73.2,Fahrenheit,0.88,inch,44.0,Ludhiana,2026-03-11 09:17:58,22.89,in,22.352
SEN033,02-14-2026 03:53 AM,69.1,Fahrenheit,31.7,millimeters,53.0,Muzaffarnagar,2026-02-14 03:53:00,20.61,mm,31.7
SEN026,2026-08-14 02:40:20 UTC,30.9,c,45.5,mm,32.0,Hisar,2026-08-14 08:10:20,30.9,mm,45.5
SEN005,2026-07-23 05:40:28 IST,67.8,f,13.4,millimeters,59.0,Bathinda,2026-07-23 05:40:28,19.89,mm,13.4
SEN004,2026-02-25 17:54:19 IST,23.6,c,,,89.0,Bareilly,2026-02-25 17:54:19,23.6,,
SEN005,2026-05-04 10:11:56 IST,22.6,Celsius,19.0,MM,42.0,Bathinda,2026-05-04 10:11:56,22.6,mm,19.0
SEN033,2026-08-20 15:20:44 IST,74.3,f,36.2,MM,,Muzaffarnagar,2026-08-20 15:20:44,23.5,mm,36.2
SEN005,,16.7,c,1.72,in,95.0,Bathinda,,16.7,in,43.687999999999995
SEN028,,29.4,C,35.8,millimeters,59.0,Karnal,,29.4,mm,35.8
SEN007,2026-06-26 06:51:30 IST,90.9,f,-27.5,mm,31.0,Ferozepur,2026-06-26 06:51:30,32.72,mm,
SEN022,2026-03-12 14:31:01 IST,22.5,c,,,58.0,Bareilly,2026-03-12 14:31:01,22.5,,
SEN024,2026-03-25 19:29:37 UTC,34.9,C,47.4,millimeters,51.0,Fatehabad,2026-03-26 00:59:37,34.9,mm,47.4
SEN015,2026-01-14 06:57:47 IST,59.4,Fahrenheit,21.5,millimeters,95.0,Muzaffarnagar,2026-01-14 06:57:47,15.22,mm,21.5
UNKNOWN,2026-02-23 20:20:11 IST,83.5,F,44.2,mm,33.0,Unknown,2026-02-23 20:20:11,28.61,mm,44.2
SEN008,,22.8,C,31.5,millimeters,55.0,Hisar,,22.8,mm,31.5
SEN033,2026-07-25 22:51:39 IST,75,Fahrenheit,,,54.0,Muzaffarnagar,2026-07-25 22:51:39,23.89,,
SEN017,2026-07-05 03:54:36 IST,67.6,F,,,,Saharanpur,2026-07-05 03:54:36,19.78,,
SEN033,2026-07-08 02:37:38 UTC,89.6,F,1.84,in,75.0,Muzaffarnagar,2026-07-08 08:07:38,32.0,in,46.736
SEN003,2026-05-24 15:12:07 UTC,31.8°C,,1.4,mm,87.0,Amritsar,2026-05-24 20:42:07,31.8,mm,1.4
SEN039,2026-02-02 12:28:16 IST,15.2,°C,0.89,in,60.0,Amritsar,2026-02-02 12:28:16,15.2,in,22.605999999999998
SEN018,,32.4,C,41.9,MM,37.0,Sirsa,,32.4,mm,41.9
SEN016,,64,°F,0.45,in,58.0,Patiala,,17.78,in,11.43
SEN032,08/09/2026 03:25,77.2,°F,0.28,in,40.0,Moga,2026-09-08 03:25:00,25.11,in,7.112
SEN023,2026-04-29 22:40:38 UTC,27.5,c,-27.6,mm,,Bathinda,2026-04-30 04:10:38,27.5,mm,
SEN026,2026-03-06 09:45:28 UTC,99.7,°F,-24.1,mm,91.0,Hisar,2026-03-06 15:15:28,37.61,mm,
SEN022,2026-04-09 17:46:32 UTC,27.5°C,,5.7,MM,47.0,Bareilly,2026-04-09 23:16:32,27.5,mm,5.7
SEN042,,28.8,Celsius,12.8,mm,79.0,Fatehabad,,28.8,mm,12.8
SEN049,2026-02-27 17:07:47 UTC,93.2,f,0.64,in,31.0,Meerut,2026-02-27 22:37:47,34.0,in,16.256
SEN040,2026-06-16T23:07:24,60.4,f,46.8,mm,36.0,Bareilly,2026-06-16 23:07:24,15.78,mm,46.8
SEN001,2026-07-30 02:53:12 IST,63.3,F,6.1,MM,79.0,Agra,2026-07-30 02:53:12,17.39,mm,6.1
SEN029,2026-01-19 10:38:26 UTC,38.8°C,,2.2,MM,74.0,Kurukshetra,2026-01-19 16:08:26,38.8,mm,2.2
SEN016,2026-02-09 23:22:01 IST,37.1,c,-34.5,mm,93.0,Patiala,2026-02-09 23:22:01,37.1,mm,
SEN037,2026-02-08 11:40:30 UTC,96.4,Fahrenheit,17.6,millimeters,31.0,Agra,2026-02-08 17:10:30,35.78,mm,17.6
SEN041,2026-03-22 00:10:26 IST,72.5,f,-45.4,mm,69.0,Bathinda,2026-03-22 00:10:26,22.5,mm,
SEN003,2026-01-19 10:18:21 IST,60.6,Fahrenheit,0.44,inches,87.0,Amritsar,2026-01-19 10:18:21,15.89,in,11.176
SEN033,,33.5,Celsius,5.8,MM,44.0,Muzaffarnagar,,33.5,mm,5.8
SEN022,2026-02-27 03:29:07 UTC,29.9°C,,10.2,MM,31.0,Bareilly,2026-02-27 08:59:07,29.9,mm,10.2
SEN032,2026-08-02 09:34:45 UTC,16.2°C,,43.4,millimeters,49.0,Moga,2026-08-02 15:04:45,16.2,mm,43.4
SEN001,,33.8,C,0.07,inch,84.0,Agra,,33.8,in,1.778
SEN039,2026-06-26 13:49:04 IST,23.5,°C,17.2,MM,53.0,Amritsar,2026-06-26 13:49:04,23.5,mm,17.2
SEN014,2026-01-13 17:57:13 IST,86.2,F,1.3,inch,90.0,Moga,2026-01-13 17:57:13,30.11,in,33.019999999999996
SEN045,,20,°C,-39.4,mm,56.0,Jalandhar,,20.0,mm,
SEN018,,31.2,Celsius,45.2,millimeters,,Sirsa,,31.2,mm,45.2
SEN047,2026-07-06 17:34:34 IST,25.7,°C,0.7,in,56.0,Kurukshetra,2026-07-06 17:34:34,25.7,in,17.779999999999998
SEN047,2026-06-30 02:41:23 UTC,28.7°C,,-26.6,mm,85.0,Kurukshetra,2026-06-30 08:11:23,28.7,mm,
UNKNOWN,2026-08-28 09:06:53 UTC,90.1,F,19.5,MM,55.0,Unknown,2026-08-28 14:36:53,32.28,mm,19.5
SEN008,2026-06-16 22:42:22 IST,101.3,Fahrenheit,0.6,inch,30.0,Hisar,2026-06-16 22:42:22,38.5,in,15.239999999999998
SEN001,2026-01-02 07:34:57 UTC,35.7,Celsius,38.1,millimeters,70.0,Agra,2026-01-02 13:04:57,35.7,mm,38.1
SEN048,2026-07-30 22:55:27 IST,96.1,F,40.2,mm,90.0,Ludhiana,2026-07-30 22:55:27,35.61,mm,40.2
SEN009,2026-01-23 18:23:49 IST,30.6,C,34.3,MM,49.0,Jalandhar,2026-01-23 18:23:49,30.6,mm,34.3
SEN027,,21.5,°C,8.5,millimeters,77.0,Jalandhar,,21.5,mm,8.5
UNKNOWN,2026-08-02 20:54:50 IST,36,C,9.2,MM,86.0,Unknown,2026-08-02 20:54:50,36.0,mm,9.2
SEN027,2026-03-02 05:08:14 IST,27.9°C,,1.31,inch,67.0,Jalandhar,2026-03-02 05:08:14,27.9,in,33.274
SEN042,2026-05-05 11:23:05 UTC,16.9°C,,1.2,inch,58.0,Fatehabad,2026-05-05 16:53:05,16.9,in,30.479999999999997
SEN034,2026-08-08 21:02:21 UTC,81.5,f,7.1,mm,69.0,Patiala,2026-08-09 02:32:21,27.5,mm,7.1
SEN012,2026-08-11 14:55:01 IST,30.3,C,45.5,mm,87.0,Ludhiana,2026-08-11 14:55:01,30.3,mm,45.5
SEN031,2026-08-12 15:39:28 IST,62.2,f,2.1,millimeters,45.0,Meerut,2026-08-12 15:39:28,16.78,mm,2.1
SEN033,2026-04-15 20:20:29 IST,75.7,F,41.3,MM,85.0,Muzaffarnagar,2026-04-15 20:20:29,24.28,mm,41.3
SEN049,2026-06-21 06:25:15 UTC,20.3,Celsius,10.7,MM,48.0,Meerut,2026-06-21 11:55:15,20.3,mm,10.7
SEN044,2026-04-28 00:04:35 IST,21.5,Celsius,0.0,mm,87.0,Hisar,2026-04-28 00:04:35,21.5,mm,0.0
SEN044,2026-05-03 21:21:48 UTC,17.2°C,,1.65,in,58.0,Hisar,2026-05-04 02:51:48,17.2,in,41.91
SEN045,2026-01-03 07:48:06 IST,24.6,Celsius,0.66,inches,55.0,Jalandhar,2026-01-03 07:48:06,24.6,in,16.764
SEN026,2026-07-25 08:26:43 IST,92.7,f,9.4,millimeters,81.0,Hisar,2026-07-25 08:26:43,33.72,mm,9.4
SEN034,2026-09-07 12:08:27 IST,79,f,15.3,millimeters,53.0,Patiala,2026-09-07 12:08:27,26.11,mm,15.3
SEN034,2026-04-14 21:56:21,32.3,Celsius,-11.7,mm,89.0,Patiala,2026-04-14 21:56:21,32.3,mm,
SEN028,2026-03-29 01:23:12 IST,37.6,c,29.3,mm,62.0,Karnal,2026-03-29 01:23:12,37.6,mm,29.3
SEN014,2026-02-05T02:12:42,24.3°C,,-8.3,mm,77.0,Moga,2026-02-05 02:12:42,24.3,mm,
SEN044,,90.9,F,29.3,millimeters,94.0,Hisar,,32.72,mm,29.3
SEN039,2026-01-27 21:49:03 UTC,38.8,Celsius,42.5,MM,58.0,Amritsar,2026-01-28 03:19:03,38.8,mm,42.5
SEN023,2026-03-23 01:46:57 IST,33.5,°C,9.5,mm,43.0,Bathinda,2026-03-23 01:46:57,33.5,mm,9.5
SEN019,2026-03-19 15:01:57 IST,30.8°C,,50.0,MM,69.0,Agra,2026-03-19 15:01:57,30.8,mm,50.0
SEN011,2026-02-25 03:23:15 UTC,101.3,°F,,,31.0,Kurukshetra,2026-02-25 08:53:15,38.5,,
UNKNOWN,,28.5,°C,23.4,mm,,Unknown,,28.5,mm,23.4
SEN041,2026-09-01 00:09:43 IST,26.2,°C,38.7,MM,89.0,Bathinda,2026-09-01 00:09:43,26.2,mm,38.7
SEN049,08/07/2026,63.9,f,14.7,MM,32.0,Meerut,2026-07-08 00:00:00,17.72,mm,14.7
SEN025,2026-07-04 15:02:16 UTC,70.5,f,1.2,in,31.0,Ferozepur,2026-07-04 20:32:16,21.39,in,30.479999999999997
SEN045,2026-09-04 11:47:14 IST,33.3,°C,-32.9,mm,67.0,Jalandhar,2026-09-04 11:47:14,33.3,mm,
SEN018,2026-01-20 16:04:35 IST,38.1,C,8.0,MM,80.0,Sirsa,2026-01-20 16:04:35,38.1,mm,8.0
SEN035,21/04/2026 06:45,65.5,f,1.74,inches,82.0,Saharanpur,2026-04-21 06:45:00,18.61,in,44.196
SEN017,2026-06-18 05:09:51 UTC,15.5,C,0.31,inch,,Saharanpur,2026-06-18 10:39:51,15.5,in,7.874
SEN009,2026-08-21 01:01:52 UTC,93,f,0.6,in,60.0,Jalandhar,2026-08-21 06:31:52,33.89,in,15.239999999999998
SEN028,2026-04-05 14:47:10 UTC,86.9,Fahrenheit,37.1,MM,,Karnal,2026-04-05 20:17:10,30.5,mm,37.1
SEN018,18/04/2026 10:53,30,c,1.13,inch,,Sirsa,2026-04-18 10:53:00,30.0,in,28.701999999999995
SEN002,2026-03-02 02:25:56 IST,35.1°C,,,,40.0,Ambala,2026-03-02 02:25:56,35.1,,
SEN033,2026-04-22 11:06:23,26.4,Celsius,49.5,MM,62.0,Muzaffarnagar,2026-04-22 11:06:23,26.4,mm,49.5
SEN022,2026-01-25 15:02:05 UTC,35.9,C,0.68,inches,40.0,Bareilly,2026-01-25 20:32:05,35.9,in,17.272000000000002
SEN021,2026-01-01 04:52:29 UTC,22.5°C,,25.0,mm,68.0,Amritsar,2026-01-01 10:22:29,22.5,mm,25.0
SEN001,2026-08-17 06:18:44 IST,18.6,°C,23.5,mm,43.0,Agra,2026-08-17 06:18:44,18.6,mm,23.5
SEN005,2026-06-12 07:12:32 UTC,96.1,f,35.2,MM,93.0,Bathinda,2026-06-12 12:42:32,35.61,mm,35.2
SEN043,2026-01-14 12:56:33,23.9,c,15.0,MM,77.0,Ferozepur,2026-01-14 12:56:33,23.9,mm,15.0
SEN029,2026-01-30 15:48:32 UTC,18,°C,1.09,in,36.0,Kurukshetra,2026-01-30 21:18:32,18.0,in,27.686
SEN004,2026-03-24 15:38:36 UTC,30.6°C,,35.8,MM,79.0,Bareilly,2026-03-24 21:08:36,30.6,mm,35.8
SEN031,2026-06-26 19:46:16 IST,24.0°C,,-40.5,mm,53.0,Meerut,2026-06-26 19:46:16,24.0,mm,
SEN038,2026-03-13 22:28:17,36,c,43.1,mm,87.0,Ambala,2026-03-13 22:28:17,36.0,mm,43.1
UNKNOWN,,68,f,4.1,MM,34.0,Unknown,,20.0,mm,4.1
SEN038,2026-01-04 02:32:14 IST,38.4°C,,0.13,in,77.0,Ambala,2026-01-04 02:32:14,38.4,in,3.302
SEN028,2026-05-02 13:01:05 UTC,34.3,°C,0.3,millimeters,33.0,Karnal,2026-05-02 18:31:05,34.3,mm,0.3
SEN005,2026-01-09 08:33:00 UTC,36.8,°C,1.0,mm,54.0,Bathinda,2026-01-09 14:03:00,36.8,mm,1.0
SEN032,2026-08-14 22:56:04 IST,30.2,°C,48.7,millimeters,,Moga,2026-08-14 22:56:04,30.2,mm,48.7
SEN034,2026-07-26 22:42:01 IST,70.7,°F,,,91.0,Patiala,2026-07-26 22:42:01,21.5,,
SEN043,19/03/2026 02:13,61.2,F,15.7,mm,66.0,Ferozepur,2026-03-19 02:13:00,16.22,mm,15.7
SEN015,2026-05-26 12:42:50 IST,26.1,°C,13.2,mm,72.0,Muzaffarnagar,2026-05-26 12:42:50,26.1,mm,13.2
SEN020,,32.2,°C,22.2,millimeters,55.0,Ambala,,32.2,mm,22.2
SEN027,20-Jun-2026 03:21:12,69.3,°F,2.8,mm,65.0,Jalandhar,2026-06-20 03:21:12,20.72,mm,2.8
SEN008,2026-08-24 06:17:57 IST,39.3,Celsius,0.78,in,91.0,Hisar,2026-08-24 06:17:57,39.3,in,19.812
SEN019,2026-07-24 10:59:35 UTC,39.8°C,,-7.4,mm,71.0,Agra,2026-07-24 16:29:35,39.8,mm,
SEN008,,22.3,°C,6.7,MM,30.0,Hisar,,22.3,mm,6.7
SEN021,,20.6,°C,14.4,millimeters,95.0,Amritsar,,20.6,mm,14.4
SEN002,2026-04-12 12:51:32 UTC,30.9°C,,32.6,millimeters,53.0,Ambala,2026-04-12 18:21:32,30.9,mm,32.6
SEN025,2026-03-15 11:41:02 UTC,21.2,°C,-33.0,mm,81.0,Ferozepur,2026-03-15 17:11:02,21.2,mm,
SEN006,2026-08-18 21:47:42 UTC,72.1,F,4.7,millimeters,94.0,Fatehabad,2026-08-19 03:17:42,22.28,mm,4.7
SEN032,2026-02-26 09:46:17 UTC,34.2,Celsius,41.0,mm,53.0,Moga,2026-02-26 15:16:17,34.2,mm,41.0
SEN008,08/08/2026 17:40,37.1,C,1.31,inch,60.0,Hisar,2026-08-08 17:40:00,37.1,in,33.274
SEN026,2026-01-11 17:32:12 IST,101.3,°F,,,78.0,Hisar,2026-01-11 17:32:12,38.5,,
SEN039,2026-05-11 11:19:55 IST,68.2,°F,16.7,mm,91.0,Amritsar,2026-05-11 11:19:55,20.11,mm,16.7
SEN030,2026-01-21 21:54:07 IST,17.4°C,,14.9,mm,88.0,Ludhiana,2026-01-21 21:54:07,17.4,mm,14.9
SEN012,,78.4,Fahrenheit,29.6,mm,76.0,Ludhiana,,25.78,mm,29.6
SEN011,2026-02-07 22:59:00,36.8,c,1.2,mm,60.0,Kurukshetra,2026-02-07 22:59:00,36.8,mm,1.2
SEN044,2026-07-29 12:37:06 IST,15.3,°C,11.7,mm,58.0,Hisar,2026-07-29 12:37:06,15.3,mm,11.7
SEN019,2026-01-04 00:51:57 IST,38.8°C,,1.39,inches,82.0,Agra,2026-01-04 00:51:57,38.8,in,35.306
SEN019,,24.1,°C,33.6,MM,61.0,Agra,,24.1,mm,33.6
SEN050,2026-06-20 18:14:29 IST,29.6,c,0.7,MM,83.0,Moga,2026-06-20 18:14:29,29.6,mm,0.7
SEN028,2026-05-02 00:30:19 IST,18.4,c,14.1,mm,42.0,Karnal,2026-05-02 00:30:19,18.4,mm,14.1
SEN037,2026-04-22 22:46:50 UTC,66.7,F,24.8,mm,,Agra,2026-04-23 04:16:50,19.28,mm,24.8
SEN050,2026-08-19 13:38:37 UTC,18.3,°C,36.7,mm,51.0,Moga,2026-08-19 19:08:37,18.3,mm,36.7
SEN044,2026-03-27 04:28:14 UTC,83.7,°F,2.7,mm,92.0,Hisar,2026-03-27 09:58:14,28.72,mm,2.7
SEN047,2026-01-06 14:16:46 IST,70.2,Fahrenheit,24.8,millimeters,92.0,Kurukshetra,2026-01-06 14:16:46,21.22,mm,24.8
SEN008,2026-02-09 07:40:07 UTC,23.7°C,,38.9,mm,79.0,Hisar,2026-02-09 13:10:07,23.7,mm,38.9
SEN012,01-05-2026 09:19 AM,39.1,C,28.0,MM,,Ludhiana,2026-01-05 09:19:00,39.1,mm,28.0
UNKNOWN,2026-05-16 05:41:23 IST,63.1,°F,1.7,MM,60.0,Unknown,2026-05-16 05:41:23,17.28,mm,1.7
SEN023,2026-06-12 22:31:59,19.9°C,,25.6,millimeters,68.0,Bathinda,2026-06-12 22:31:59,19.9,mm,25.6
SEN048,2026-06-25 00:52:15 UTC,32.6,°C,29.7,MM,48.0,Ludhiana,2026-06-25 06:22:15,32.6,mm,29.7
SEN032,2026-02-09 22:11:41 IST,30.9,Celsius,27.1,millimeters,45.0,Moga,2026-02-09 22:11:41,30.9,mm,27.1
SEN025,2026-01-26 21:10:50 UTC,72,°F,,,77.0,Ferozepur,2026-01-27 02:40:50,22.22,,
SEN024,,87.1,°F,15.2,mm,37.0,Fatehabad,,30.61,mm,15.2
UNKNOWN,2026-08-16 19:26:35 IST,33.3,C,-11.1,mm,77.0,Unknown,2026-08-16 19:26:35,33.3,mm,
UNKNOWN,2026-06-18T10:49:35,33.2°C,,,,79.0,Unknown,2026-06-18 10:49:35,33.2,,
SEN005,2026-05-21 04:43:04 IST,22.1,c,49.2,millimeters,91.0,Bathinda,2026-05-21 04:43:04,22.1,mm,49.2
SEN037,2026-01-05T10:41:46,17.2,c,36.6,mm,94.0,Agra,2026-01-05 10:41:46,17.2,mm,36.6
SEN045,2026-04-01 20:20:32,34.9,°C,24.6,mm,88.0,Jalandhar,2026-04-01 20:20:32,34.9,mm,24.6
SEN034,2026-01-14 14:51:31,66.2,°F,46.2,mm,,Patiala,2026-01-14 14:51:31,19.0,mm,46.2
SEN048,2026-01-20 00:15:16 UTC,69.3,F,4.8,MM,30.0,Ludhiana,2026-01-20 05:45:16,20.72,mm,4.8
SEN010,2026-01-02 16:17:44,69.8,Fahrenheit,1.82,inches,65.0,Karnal,2026-01-02 16:17:44,21.0,in,46.228
SEN026,01/07/2026 06:34,36.0°C,,42.6,millimeters,76.0,Hisar,2026-07-01 06:34:00,36.0,mm,42.6
SEN013,2026-08-01 20:38:53 IST,31.4,°C,-28.4,mm,82.0,Meerut,2026-08-01 20:38:53,31.4,mm,
SEN040,2026-07-17 09:56:35 IST,63.5,F,0.16,in,74.0,Bareilly,2026-07-17 09:56:35,17.5,in,4.064
SEN002,2026-06-23 14:46:28 UTC,24.3,Celsius,1.3,mm,30.0,Ambala,2026-06-23 20:16:28,24.3,mm,1.3
SEN022,2026-05-07T01:22:00,25.7°C,,-6.6,mm,90.0,Bareilly,2026-05-07 01:22:00,25.7,mm,
SEN036,01-Sep-2026 14:38:20,33.9°C,,-3.9,mm,49.0,Sirsa,2026-09-01 14:38:20,33.9,mm,
SEN017,2026-01-12 14:42:42 UTC,18.7,Celsius,39.0,mm,44.0,Saharanpur,2026-01-12 20:12:42,18.7,mm,39.0
SEN006,2026-06-06 00:23:34 IST,24,Celsius,26.1,millimeters,,Fatehabad,2026-06-06 00:23:34,24.0,mm,26.1
SEN008,01-21-2026 12:40 AM,37.3,Celsius,13.4,millimeters,49.0,Hisar,2026-01-21 00:40:00,37.3,mm,13.4
SEN026,2026-02-12 00:11:59 IST,62.6,°F,1.95,inches,81.0,Hisar,2026-02-12 00:11:59,17.0,in,49.529999999999994
SEN038,2026-09-07 12:25:25 UTC,17.2,C,24.6,mm,,Ambala,2026-09-07 17:55:25,17.2,mm,24.6
SEN015,2026-05-01 09:24:15 IST,25,Celsius,1.42,in,57.0,Muzaffarnagar,2026-05-01 09:24:15,25.0,in,36.068
SEN015,2026-06-25 16:56:22 IST,31.4,°C,0.31,inch,77.0,Muzaffarnagar,2026-06-25 16:56:22,31.4,in,7.874
SEN039,15/05/2026 22:52,70.5,°F,-31.9,mm,49.0,Amritsar,2026-05-15 22:52:00,21.39,mm,
SEN039,,22.2,Celsius,21.6,millimeters,33.0,Amritsar,,22.2,mm,21.6
SEN044,22/03/2026,26.8,Celsius,1.69,in,48.0,Hisar,2026-03-22 00:00:00,26.8,in,42.925999999999995
SEN020,2026-05-18 05:06:29 IST,22.1°C,,1.3,in,75.0,Ambala,2026-05-18 05:06:29,22.1,in,33.019999999999996
SEN013,2026-04-03 03:08:35 IST,75,f,-45.8,mm,51.0,Meerut,2026-04-03 03:08:35,23.89,mm,
SEN044,03-02-2026 05:27 AM,33.1,C,23.5,millimeters,30.0,Hisar,2026-03-02 05:27:00,33.1,mm,23.5
SEN003,2026-08-10T11:14:04,74.1,f,-33.7,mm,83.0,Amritsar,2026-08-10 11:14:04,23.39,mm,
SEN045,2026-06-22 06:51:40 IST,89.2,f,-18.0,mm,55.0,Jalandhar,2026-06-22 06:51:40,31.78,mm,
SEN012,2026-04-12 10:53:07 IST,72.7,F,25.9,millimeters,78.0,Ludhiana,2026-04-12 10:53:07,22.61,mm,25.9
SEN037,2026-08-12 09:06:09 IST,39.6°C,,18.0,MM,36.0,Agra,2026-08-12 09:06:09,39.6,mm,18.0
SEN007,2026-02-15 05:19:25 UTC,79.9,F,3.6,MM,,Ferozepur,2026-02-15 10:49:25,26.61,mm,3.6
SEN013,04-13-2026 11:45 AM,25.9,c,1.8,in,44.0,Meerut,2026-04-13 11:45:00,25.9,in,45.72
SEN040,,89.1,F,0.01,inches,83.0,Bareilly,,31.72,in,0.254
SEN029,2026-06-19 05:22:42 IST,26.7,c,3.7,mm,78.0,Kurukshetra,2026-06-19 05:22:42,26.7,mm,3.7
SEN035,2026-04-01 22:48:20 UTC,72.9,F,9.2,millimeters,91.0,Saharanpur,2026-04-02 04:18:20,22.72,mm,9.2
SEN043,2026-05-06 01:42:59 UTC,99.9,°F,23.9,MM,,Ferozepur,2026-05-06 07:12:59,37.72,mm,23.9
SEN040,2026-03-25 02:10:11 UTC,37.4,°C,26.8,millimeters,49.0,Bareilly,2026-03-25 07:40:11,37.4,mm,26.8
SEN036,2026-08-02 18:42:25 IST,23.8,c,7.2,mm,91.0,Sirsa,2026-08-02 18:42:25,23.8,mm,7.2
SEN026,2026-02-26 14:44:27 IST,76.1,Fahrenheit,25.4,MM,64.0,Hisar,2026-02-26 14:44:27,24.5,mm,25.4
SEN011,2026-06-21 12:34:12 IST,99,Fahrenheit,1.59,inch,84.0,Kurukshetra,2026-06-21 12:34:12,37.22,in,40.386
SEN002,2026-04-05 05:45:17 UTC,39.7°C,,36.3,millimeters,30.0,Ambala,2026-04-05 11:15:17,39.7,mm,36.3
