trip_id,mandi_id_clean,destination_warehouse,departure_time_clean,arrival_time_clean,transit_hours_final,distance_km,vehicle_no_clean,driver_id
TRP000175,MANDI031,WH-North,2026-02-12 16:37:55,,6.2,296.5,HR-15-BC-2514,DRV120
TRP001904,MANDI041,WH-West,2026-03-07 03:15:00,2026-03-07 00:00:00,12.0,692.999785602432,DL-83-AB-3967,
TRP001100,MANDI036,WH-Central,2026-07-25 01:50:11,2026-07-25 00:00:00,21.2,1239.4,,DRV261
TRP008482,MANDI022,Export-Terminal,2026-05-23 05:07:06,2026-05-23 23:37:00,18.498333333333335,,RJ-41-BC-5862,DRV670
TRP003409,MANDI016,WH-North,2026-06-24 00:00:00,2026-06-24 09:00:33,9.009166666666667,262.9,HR-85-DF-1847,DRV268
TRP001539,MANDI003,WH-South,2026-01-29 03:50:56,2026-01-29 07:50:00,3.9844444444444442,224.2,,DRV227
TRP002293,MANDI034,WH-North,2026-01-17 00:00:00,2026-01-17 14:53:00,14.883333333333333,,RJ-27-AB-9083,DRV303
TRP009672,MANDI011,WH-West,2026-02-25 00:16:00,2026-02-25 02:34:17,2.3047222222222223,,UP-46-BC-5319,DRV407
TRP001364,MANDI006,WH-Central,2026-02-22 09:31:12,2026-02-23 07:37:12,22.1,1244.8,HR-46-AB-1131,DRV286
TRP007601,MANDI032,WH-Central,2026-08-06 19:38:32,2026-08-06 00:00:00,3.2,136.89995764642563,HR-28-BC-2843,DRV860
TRP007229,MANDI014,WH-North,2026-06-08 00:00:00,2026-06-09 08:34:02,32.56722222222222,1202.2,PB-70-BC-2731,DRV858
TRP005261,MANDI051,WH-Central,2026-05-31 16:18:31,,19.4,1100.6,,DRV467
TRP007608,MANDI029,WH-South,2026-03-02 13:02:31,2026-03-03 05:08:31,16.1,,UP-59-BC-9665,
TRP007682,MANDI008,WH-North,2026-06-11 09:06:00,2026-06-12 04:48:23,19.70638888888889,957.3,,DRV386
TRP000681,MANDI018,WH-South,2026-04-07 17:38:49,2026-04-07 22:38:00,4.9863888888888885,266.4,HR-76-AB-1424,
TRP009689,MANDI019,WH-West,2026-08-20 00:00:00,2026-08-20 22:19:47,22.329722222222223,928.3,PB-56-DF-1564,DRV587
TRP008255,MANDI003,WH-Central,2026-02-25 01:32:30,2026-02-25 04:26:00,2.8916666666666666,165.2,RJ-24-CD-2148,DRV967
TRP003665,MANDI046,WH-West,2026-02-19 08:47:00,2026-02-19 16:59:00,8.2,404.9,HR-91-BC-6358,DRV158
TRP001662,MANDI029,WH-North,2026-02-17 21:00:00,2026-02-18 02:48:58,5.816111111111111,236.4,HR-35-AB-1827,
TRP000509,MANDI036,WH-South,2026-02-13 19:08:00,2026-02-14 00:00:00,4.866666666666666,,UP-27-BC-5366,DRV950
TRP000167,MANDI042,WH-North,2026-02-13 19:11:18,2026-02-14 07:11:18,12.0,535.5,PB-93-BC-9831,
TRP005498,MANDI011,WH-South,2026-04-04 03:33:00,2026-04-04 00:00:00,2.5,139.7,HR-47-AB-1494,
TRP008633,MANDI014,Export-Terminal,2026-05-20 08:55:28,2026-05-21 06:37:00,21.692222222222224,983.0,DL-98-DF-4869,DRV795
TRP001007,MANDI009,WH-East,2026-02-28 06:27:09,2026-02-28 17:51:09,11.4,677.4,UP-56-CD-4860,DRV731
TRP008686,MANDI014,WH-North,2026-06-09 15:23:00,2026-06-10 08:59:56,17.615555555555556,874.2,UP-83-AB-2952,DRV594
TRP001915,MANDI026,WH-South,2026-07-26 19:36:00,,11.9,533.1,DL-81-BC-5934,DRV861
TRP003495,MANDI005,WH-West,2026-01-06 15:35:38,2026-01-07 00:41:38,9.1,,HR-19-DF-8338,
TRP007029,MANDI037,WH-North,2026-04-16 06:38:00,2026-04-16 19:56:00,13.3,685.3,HR-90-BC-7135,DRV782
TRP004991,MANDI008,WH-East,2026-02-12 11:29:00,2026-02-12 00:00:00,,,DL-25-CD-4899,DRV391
TRP002537,MANDI055,WH-West,2026-05-01 19:31:00,2026-05-02 12:01:59,16.51638888888889,937.0,HR-82-DF-8873,DRV692
TRP001105,MANDI008,WH-West,2026-08-10 02:33:03,,17.6,755.8,HR-50-DF-2994,
TRP003876,MANDI027,WH-East,2026-07-25 06:51:00,2026-07-26 04:45:00,21.9,1036.4,,DRV905
TRP008186,MANDI052,WH-South,2026-01-18 19:47:15,2026-01-19 19:05:15,23.3,1145.3,RJ-46-BC-1853,DRV559
TRP001753,MANDI035,WH-Central,2026-01-04 03:02:00,2026-01-04 12:50:56,9.815555555555555,583.4,,DRV737
TRP005311,MANDI011,WH-Central,2026-05-21 00:00:00,2026-05-22 04:30:00,28.5,229.5,DL-98-CD-6339,DRV943
TRP005953,MANDI009,WH-South,2026-03-10 12:19:58,2026-03-11 02:01:58,13.7,737.8,PB-45-CD-9189,
TRP007592,MANDI014,WH-South,2026-05-02 18:21:44,2026-05-02 22:39:00,4.2877777777777775,197.8,DL-87-BC-9032,DRV603
TRP002917,MANDI017,Export-Terminal,2026-06-05 05:52:41,2026-06-06 01:28:41,19.6,944.8997076706175,PB-91-DF-2213,DRV940
TRP008488,MANDI055,WH-West,2026-04-08 04:41:00,2026-04-08 17:05:59,12.41638888888889,713.3,RJ-95-AB-3014,DRV784
TRP005755,MANDI051,Export-Terminal,2026-05-16 11:52:00,2026-05-17 07:46:00,19.9,876.699728770061,PB-43-CD-2852,DRV790
TRP000153,MANDI045,WH-Central,2026-03-20 04:33:00,2026-03-20 08:33:38,4.010555555555555,197.8999387744896,HR-42-BC-8462,DRV177
TRP005231,MANDI044,WH-Central,2026-01-05 23:20:57,2026-01-06 10:44:57,11.4,,RJ-32-AB-4547,
TRP005680,MANDI032,WH-South,2026-04-01 07:33:54,,17.7,849.8997370613376,HR-22-CD-5909,DRV211
TRP003908,MANDI017,WH-East,2026-03-02 17:43:07,2026-03-03 00:49:07,7.1,315.0,DL-49-CD-1231,DRV300
TRP009502,MANDI005,Export-Terminal,2026-09-05 09:17:29,2026-09-06 08:05:00,22.791944444444443,1043.8,RJ-58-DF-1652,DRV638
TRP002553,MANDI007,WH-West,2026-01-24 07:40:56,2026-01-24 17:46:00,10.084444444444445,552.0,,DRV260
TRP002774,MANDI027,Export-Terminal,2026-06-09 00:00:00,2026-06-10 03:05:01,27.08361111111111,655.0,UP-40-CD-3918,DRV837
TRP009324,MANDI014,WH-East,2026-07-13 04:27:13,2026-07-13 06:27:13,2.0,113.0999650095744,,DRV108
TRP003552,MANDI051,WH-North,2026-01-26 17:45:39,2026-01-26 22:51:39,5.1,222.6,DL-63-BC-4947,DRV457
TRP003723,MANDI015,WH-Central,2026-08-21 09:16:01,2026-08-21 18:46:00,9.499722222222223,426.1,UP-46-BC-6327,DRV425
TRP007412,MANDI021,WH-West,2026-06-20 01:54:00,,16.6,947.4,UP-63-BC-8532,DRV959
TRP000521,MANDI029,WH-South,2026-04-11 15:50:50,2026-04-12 01:20:00,9.48611111111111,464.6,HR-70-AB-4990,DRV737
TRP008440,MANDI001,WH-North,2026-04-26 12:28:00,2026-04-26 20:28:49,8.01361111111111,479.4,,DRV627
TRP009313,MANDI001,WH-Central,2026-03-11 12:11:30,,11.9,601.8,PB-18-CD-6554,DRV664
TRP004539,MANDI046,WH-Central,2026-04-28 13:08:00,2026-04-28 17:08:26,4.0072222222222225,236.4,UP-52-AB-8236,DRV317
TRP006176,MANDI018,WH-East,2026-07-29 23:32:44,2026-07-30 17:32:44,18.0,837.5,,DRV420
TRP007390,MANDI006,WH-North,2026-03-20 12:32:00,2026-03-20 23:14:13,10.703611111111112,611.9,PB-63-BC-5715,DRV313
TRP001823,MANDI021,WH-Central,2026-05-16 22:00:48,2026-05-17 19:30:00,21.486666666666668,1228.3,DL-42-BC-3531,DRV486
TRP004087,MANDI016,WH-Central,2026-02-27 05:22:10,2026-02-28 02:34:10,21.2,910.3997183440896,UP-31-CD-4957,DRV108
TRP006700,MANDI056,WH-East,2026-06-04 09:46:36,,11.9,656.9,DL-79-DF-9314,DRV833
TRP009093,MANDI029,WH-East,2026-01-20 10:42:17,2026-01-21 06:12:00,19.495277777777776,784.7,UP-45-BC-6314,
TRP007975,MANDI057,Export-Terminal,2026-07-25 00:29:36,2026-07-25 09:47:00,9.29,378.8,RJ-91-AB-5916,DRV452
TRP009157,MANDI033,Export-Terminal,2026-06-20 21:50:52,2026-06-21 10:32:00,12.685555555555556,610.6,DL-69-BC-6548,DRV318
TRP000310,MANDI047,WH-East,2026-06-19 00:00:00,2026-06-20 08:45:35,32.75972222222222,849.8997370613376,PB-26-CD-6924,DRV646
TRP004309,MANDI051,WH-East,2026-02-01 09:44:00,2026-02-01 22:08:41,12.411388888888888,734.2997728252033,,DRV442
TRP007056,MANDI008,WH-Central,2026-01-11 02:57:17,,5.7,301.4,,DRV902
TRP007958,MANDI054,WH-Central,2026-06-20 12:41:15,2026-06-20 00:00:00,3.6,204.5,UP-10-BC-2638,DRV509
TRP003600,MANDI046,WH-East,2026-07-16 02:05:43,2026-07-16 19:35:00,17.488055555555555,764.0,,
TRP003623,MANDI040,WH-East,2026-03-07 15:28:45,2026-03-07 00:00:00,2.7,,UP-65-AB-6245,DRV347
TRP003812,MANDI008,Export-Terminal,2026-03-02 01:50:43,2026-03-02 15:26:43,13.6,686.5997875824385,RJ-98-CD-5946,DRV740
TRP006006,MANDI053,WH-Central,2026-01-08 03:57:00,2026-01-08 08:33:42,4.611666666666666,245.4,RJ-76-BC-8914,
TRP003451,MANDI057,WH-South,2026-08-18 14:23:23,2026-08-18 22:05:23,7.7,373.6,PB-52-AB-9554,DRV191
TRP004592,MANDI021,WH-East,2026-06-15 05:26:00,,23.9,1233.6,UP-26-BC-7893,
TRP000206,MANDI034,WH-East,2026-07-28 18:08:43,2026-07-29 04:50:43,10.7,602.7,UP-93-BC-6755,DRV635
TRP001136,MANDI050,Export-Terminal,2026-08-07 04:46:51,,10.8,,HR-70-BC-3958,DRV341
TRP009758,MANDI020,WH-Central,2026-06-02 10:21:00,2026-06-03 00:57:00,14.6,741.2997706595712,DL-45-AB-3277,DRV600
TRP002750,MANDI013,Export-Terminal,2026-08-22 00:00:00,2026-08-23 03:49:00,27.816666666666666,619.5,DL-37-BC-4209,DRV643
TRP003614,MANDI035,Export-Terminal,2026-07-08 20:19:00,2026-07-09 19:49:22,23.50611111111111,1200.1996286869248,PB-13-BC-5684,DRV501
TRP000306,MANDI013,WH-North,2026-03-03 02:16:00,2026-03-04 00:00:00,21.733333333333334,1331.8,PB-75-CD-6847,DRV299
TRP001850,MANDI007,WH-West,2026-01-13 13:31:41,2026-01-13 21:43:00,8.188611111111111,446.3,HR-11-AB-1901,DRV971
TRP008746,MANDI010,WH-West,2026-03-04 12:02:06,2026-03-05 04:50:06,16.8,867.3,HR-48-AB-7247,DRV411
TRP009432,MANDI051,WH-West,2026-07-25 13:24:20,,22.1,1257.5,,DRV816
TRP001989,MANDI049,WH-East,2026-08-09 14:12:00,2026-08-10 12:48:21,22.605833333333333,1161.6,,
TRP003241,MANDI014,WH-Central,2026-06-17 12:00:00,2026-06-17 22:48:14,10.803888888888888,449.09986105923844,RJ-32-BC-3642,DRV359
TRP002799,MANDI010,WH-North,2026-05-02 05:56:32,2026-05-02 11:02:32,5.1,296.2,HR-10-AB-5971,DRV448
TRP004516,MANDI022,Export-Terminal,2026-05-14 00:42:54,2026-05-14 18:12:54,17.5,800.999752189824,HR-31-BC-3677,DRV862
TRP005631,MANDI037,WH-Central,2026-01-04 00:00:00,2026-01-05 14:36:00,38.6,841.5,UP-75-DF-5885,DRV458
TRP008290,MANDI017,WH-West,2026-01-09 12:37:00,2026-01-10 00:01:31,11.408611111111112,,HR-28-BC-3932,DRV967
TRP003110,MANDI041,WH-East,2026-07-01 13:18:00,2026-07-02 00:00:00,10.7,1153.1996432275969,PB-62-CD-3087,DRV275
TRP004940,MANDI021,WH-Central,2026-08-23 12:02:00,2026-08-24 01:38:00,13.6,617.1,RJ-89-DF-5409,DRV812
TRP004060,MANDI039,WH-East,2026-05-29 15:13:00,2026-05-29 20:49:00,5.6,311.5,DL-25-BC-1555,DRV475
TRP001988,MANDI031,WH-North,2026-03-30 11:13:00,2026-03-31 02:31:51,15.314166666666667,659.1,UP-57-AB-3154,DRV154
TRP009232,MANDI035,WH-East,2026-08-16 00:00:00,2026-08-17 03:45:00,27.75,626.0,PB-49-AB-4616,DRV126
TRP007213,MANDI017,WH-Central,2026-01-17 16:48:00,2026-01-18 12:12:48,19.413333333333334,827.0,UP-45-DF-2727,
TRP000384,MANDI017,WH-East,2026-05-12 00:17:18,2026-05-12 16:29:18,16.2,886.7997256453631,PB-28-BC-1225,DRV548
TRP005635,MANDI029,WH-South,2026-08-20 23:05:00,2026-08-21 15:29:00,16.4,685.6,HR-34-CD-2732,DRV452
TRP004308,MANDI043,WH-South,2026-01-05 07:05:01,2026-01-06 03:29:01,20.4,1036.1,UP-97-BC-4262,DRV222
TRP003389,MANDI050,Export-Terminal,2026-01-20 03:19:00,2026-01-20 05:37:00,2.3,99.0,PB-53-BC-6294,DRV118
TRP003157,MANDI038,WH-East,2026-06-09 21:59:48,2026-06-10 00:11:48,2.2,108.1,PB-98-BC-4842,DRV336
TRP006054,MANDI045,WH-South,2026-04-29 10:55:04,2026-04-30 02:43:04,15.8,844.7,DL-33-BC-3093,DRV281
TRP002728,MANDI056,WH-West,2026-01-02 12:59:40,2026-01-02 22:53:00,9.88888888888889,402.8998753524096,RJ-54-CD-4580,DRV161
TRP006910,MANDI009,WH-East,2026-04-05 16:11:00,2026-04-06 12:29:39,20.310833333333335,1200.999628439424,DL-49-AB-9961,DRV610
TRP007961,MANDI023,WH-West,2026-01-10 07:25:00,2026-01-11 02:49:22,19.406111111111112,931.7,RJ-53-AB-1086,DRV729
TRP009033,MANDI021,Export-Terminal,2026-04-23 12:45:00,2026-04-24 09:21:04,20.601111111111113,1025.0,HR-34-CD-8769,
TRP008636,MANDI010,WH-South,2026-07-01 16:05:00,2026-07-01 18:29:00,2.4,106.2,RJ-43-CD-1277,DRV519
TRP006583,MANDI002,Export-Terminal,2026-08-25 00:32:00,2026-08-25 16:44:00,16.2,822.4997455382401,UP-86-AB-6170,DRV138
TRP003833,MANDI041,WH-East,2026-02-18 01:56:00,2026-02-18 22:44:53,20.814722222222223,1147.7,HR-72-CD-6967,DRV752
TRP004777,MANDI042,Export-Terminal,2026-06-07 10:38:15,2026-06-07 21:44:00,11.095833333333333,470.3,,DRV995
TRP004277,MANDI054,WH-East,2026-05-08 00:00:00,2026-05-09 02:03:00,26.05,916.7,,DRV744
TRP000254,MANDI006,WH-South,2026-03-05 05:53:45,2026-03-05 22:35:45,16.7,676.2,DL-20-BC-9862,DRV233
TRP006729,MANDI007,WH-East,2026-04-03 03:47:12,2026-04-04 03:35:12,23.8,1351.2995819402113,HR-35-BC-3093,
TRP009976,MANDI050,WH-East,2026-07-16 07:45:12,2026-07-16 11:21:12,3.6,196.5,,DRV150
TRP007931,MANDI026,WH-North,2026-06-26 04:06:09,2026-06-26 19:36:00,15.4975,668.0,PB-68-DF-3943,DRV176
TRP000279,MANDI024,WH-South,2026-01-27 11:52:00,2026-01-28 07:16:00,19.4,1119.2,RJ-66-AB-6471,DRV515
TRP003253,MANDI051,WH-West,2026-08-01 04:59:49,2026-08-01 12:35:49,7.6,357.79988930526724,RJ-21-BC-5186,
TRP002481,MANDI027,WH-East,2026-03-14 10:56:00,2026-03-14 19:08:53,8.214722222222223,431.3,PB-75-CD-2271,DRV754
TRP000290,MANDI012,WH-North,2026-05-07 19:03:11,2026-05-07 23:45:00,4.696944444444444,275.1,,
TRP003076,MANDI019,Export-Terminal,2026-01-06 00:00:00,,4.3,231.5,UP-37-AB-9662,DRV203
TRP004074,MANDI037,WH-Central,2026-07-10 07:09:39,2026-07-10 16:33:39,9.4,426.8998679273856,PB-62-BC-8763,DRV794
TRP002584,MANDI005,WH-South,2026-07-18 00:00:00,,21.3,884.3,HR-44-AB-6161,DRV742
TRP006984,MANDI025,WH-South,2026-01-12 15:36:38,2026-01-13 09:42:00,18.089444444444446,1009.5,DL-55-CD-2964,DRV891
TRP006109,MANDI041,WH-South,2026-01-13 17:52:51,2026-01-13 22:22:51,4.5,203.0,HR-88-CD-6845,DRV511
TRP005090,MANDI015,WH-North,2026-03-25 11:22:36,2026-03-26 00:00:00,12.623333333333333,699.5997835605505,DL-82-DF-6752,DRV213
TRP006333,MANDI056,WH-North,2026-05-12 03:51:52,2026-05-12 15:57:00,12.085555555555555,496.2,PB-50-DF-5743,DRV919
TRP009037,MANDI029,WH-South,2026-05-17 13:30:00,2026-05-18 09:54:13,20.40361111111111,1186.8,UP-26-DF-7633,
TRP007926,MANDI022,WH-Central,2026-08-28 22:47:07,2026-08-29 21:17:00,22.498055555555556,991.0,PB-86-CD-9100,
TRP008737,MANDI034,Export-Terminal,2026-07-21 14:01:20,2026-07-22 05:13:20,15.2,614.9,HR-38-CD-6454,DRV124
TRP009318,MANDI006,WH-North,2026-04-07 02:55:00,2026-04-07 16:01:56,13.115555555555556,566.0,DL-87-DF-4698,DRV450
TRP006670,MANDI001,WH-North,2026-08-05 22:35:02,2026-08-06 14:23:02,15.8,889.0,PB-39-CD-7113,DRV649
TRP004067,MANDI054,WH-West,2026-09-08 00:00:00,2026-09-09 06:44:00,30.733333333333334,672.3,RJ-69-DF-3304,DRV484
TRP000271,MANDI022,WH-East,2026-07-12 13:07:00,2026-07-12 17:19:00,4.2,235.5,UP-74-AB-1883,DRV696
TRP006010,MANDI035,WH-South,2026-07-04 15:37:48,2026-07-04 18:07:48,2.5,135.2,RJ-20-BC-3489,DRV826
TRP004571,MANDI001,WH-Central,2026-01-19 15:13:00,2026-01-20 01:37:00,10.4,601.4,UP-78-AB-4298,
TRP003577,MANDI026,WH-North,2026-05-21 17:14:00,2026-05-22 14:32:00,21.3,1090.7,DL-87-CD-4655,DRV734
TRP003566,MANDI044,Export-Terminal,2026-04-08 02:49:14,2026-04-08 15:07:14,12.3,568.4,UP-30-BC-1255,DRV252
TRP002972,MANDI012,Export-Terminal,2026-06-26 19:52:00,2026-06-27 19:46:00,23.9,,DL-27-CD-7521,DRV846
TRP009121,MANDI015,WH-North,2026-03-13 01:52:00,,11.4,480.1,RJ-66-DF-8622,DRV487
TRP004208,MANDI007,WH-West,2026-07-19 00:00:00,2026-07-20 05:46:20,29.772222222222222,521.999838505728,HR-29-BC-4331,DRV857
TRP003219,MANDI046,WH-East,2026-03-30 10:43:03,2026-03-31 09:13:00,22.499166666666667,1210.0,RJ-93-CD-9902,DRV907
TRP001392,MANDI023,WH-Central,2026-04-03 23:16:00,2026-04-04 03:10:05,3.901388888888889,190.49994106387203,RJ-35-BC-8092,DRV814
TRP003976,MANDI021,WH-West,2026-05-13 21:55:05,,15.4,864.6,UP-68-DF-6043,DRV337
TRP004317,MANDI056,WH-Central,2026-06-24 00:14:00,2026-06-24 02:44:40,2.511111111111111,133.9,UP-53-BC-6951,DRV972
TRP007302,MANDI044,WH-West,2026-02-16 05:02:00,2026-02-17 01:44:00,20.7,993.3,UP-17-AB-3673,DRV267
TRP008100,MANDI050,WH-North,2026-05-06 18:08:00,2026-05-07 00:02:00,5.9,310.1,DL-78-BC-5320,
TRP000084,MANDI023,WH-West,2026-05-18 18:38:40,2026-05-19 00:00:00,5.355555555555555,1341.8,HR-25-BC-5574,DRV240
TRP000874,MANDI003,WH-East,2026-08-11 00:00:00,2026-08-12 14:45:36,38.76,1053.1,UP-54-AB-6322,DRV255
TRP009992,MANDI021,WH-East,2026-07-11 13:10:57,2026-07-11 19:46:00,6.5841666666666665,334.2998965756032,,DRV200
TRP008243,MANDI028,WH-East,2026-04-29 11:18:27,2026-04-30 00:00:00,12.6925,1018.0,UP-26-AB-2455,
TRP004558,MANDI056,Export-Terminal,2026-05-04 00:30:39,2026-05-04 20:18:39,19.8,991.1996933465089,HR-96-DF-1030,DRV650
TRP004501,MANDI022,WH-Central,2026-07-17 10:43:53,2026-07-18 09:01:00,22.28527777777778,1022.7996835702272,,DRV371
TRP004648,MANDI042,WH-East,2026-01-15 13:17:00,,17.0,994.499692325568,PB-44-CD-8592,DRV571
TRP006706,MANDI047,WH-West,2026-02-23 02:44:54,2026-02-23 21:38:54,18.9,837.4,HR-96-DF-2506,DRV442
TRP009070,MANDI003,WH-Central,2026-05-26 07:39:00,2026-05-27 05:33:48,21.913333333333334,1313.5,HR-10-AB-4786,DRV479
TRP002039,MANDI012,WH-North,2026-04-29 22:21:47,2026-04-30 16:45:47,18.4,844.5,UP-57-CD-5383,DRV646
TRP008091,MANDI010,WH-Central,2026-01-30 00:00:00,2026-01-31 00:17:00,24.283333333333335,206.6,UP-33-CD-2613,
TRP007529,MANDI041,WH-South,2026-02-18 21:04:00,2026-02-19 15:28:18,18.405,739.6,DL-78-AB-4019,DRV799
TRP002451,MANDI046,WH-Central,2026-01-06 15:11:45,2026-01-06 22:35:00,7.3875,362.0,DL-80-CD-6870,DRV565
TRP003955,MANDI047,WH-South,2026-05-31 19:19:54,2026-06-01 12:37:00,17.285,903.1,UP-72-AB-7133,DRV759
TRP002330,MANDI054,WH-East,2026-03-14 00:00:00,2026-03-15 11:53:00,35.88333333333333,838.8,PB-38-AB-5460,DRV496
TRP009490,MANDI043,WH-South,2026-03-12 00:00:00,2026-03-12 14:20:55,14.348611111111111,440.1,HR-52-CD-1961,DRV824
TRP006243,MANDI056,Export-Terminal,2026-06-19 12:00:00,2026-06-20 05:48:00,17.8,836.9997410522881,DL-26-AB-5619,DRV512
TRP007670,MANDI002,WH-Central,2026-02-09 18:45:00,,17.3,800.5,DL-71-CD-2718,DRV280
TRP005043,MANDI008,Export-Terminal,2026-08-18 00:50:45,2026-08-19 00:00:00,23.154166666666665,1188.699632244749,UP-89-DF-1788,DRV164
TRP009738,MANDI037,WH-South,2026-06-03 07:54:05,2026-06-03 00:00:00,16.0,667.4,UP-28-CD-5765,DRV946
TRP004747,MANDI007,WH-South,2026-02-01 23:02:00,2026-02-02 00:00:00,0.9666666666666667,1312.7,,DRV406
TRP009741,MANDI027,WH-East,2026-05-23 17:06:00,2026-05-24 12:42:18,19.605,796.6997535201409,RJ-68-BC-4468,DRV599
TRP008558,MANDI045,WH-West,2026-02-23 19:40:00,2026-02-24 08:22:49,12.713611111111112,549.5,UP-26-CD-5208,DRV372
TRP007195,MANDI034,WH-Central,2026-08-27 11:51:00,2026-08-28 00:00:00,12.15,845.7,DL-67-DF-6327,DRV285
TRP007948,MANDI011,WH-South,2026-07-21 02:24:00,2026-07-21 22:54:58,20.516111111111112,1124.0,,DRV538
TRP006935,MANDI038,Export-Terminal,2026-08-05 02:31:42,2026-08-05 09:43:00,7.1883333333333335,354.4,UP-50-DF-6263,DRV854
TRP002402,MANDI053,WH-North,2026-07-20 08:15:00,2026-07-20 21:09:00,12.9,710.7,PB-19-BC-9646,
TRP005521,MANDI013,WH-East,2026-02-05 16:37:56,2026-02-06 06:19:00,13.684444444444445,,RJ-83-DF-6617,DRV416
TRP001217,MANDI022,WH-North,2026-03-04 15:30:15,2026-03-04 19:30:15,4.0,167.0,PB-98-CD-4486,DRV999
TRP009045,MANDI050,WH-Central,2026-06-20 05:36:04,2026-06-20 17:00:04,11.4,518.6,PB-20-BC-3594,DRV741
TRP006021,MANDI039,WH-Central,2026-05-13 21:01:38,2026-05-14 16:07:00,19.089444444444446,984.1,RJ-82-AB-4514,DRV823
TRP007483,MANDI002,WH-South,2026-01-18 20:34:28,,23.2,1061.9,DL-73-AB-8649,DRV867
TRP001065,MANDI003,WH-East,2026-02-04 00:00:00,2026-02-04 18:33:00,18.55,821.2,UP-51-AB-5625,DRV328
TRP003787,MANDI015,WH-North,2026-04-07 13:09:26,2026-04-07 18:39:00,5.4927777777777775,264.0999182937984,RJ-87-BC-2920,DRV754
TRP004411,MANDI016,Export-Terminal,2026-08-02 22:20:38,2026-08-03 03:32:00,5.189444444444445,249.8,,DRV347
TRP007477,MANDI035,Export-Terminal,2026-01-08 16:03:00,2026-01-09 13:27:52,21.414444444444445,858.3,DL-30-CD-8783,DRV215
TRP007372,MANDI002,WH-Central,2026-04-22 00:00:00,2026-04-23 00:50:37,24.843611111111112,498.9,RJ-21-AB-5834,
TRP005524,MANDI042,WH-South,2026-04-24 08:27:00,2026-04-24 14:03:00,5.6,236.2,PB-46-DF-7989,
TRP005997,MANDI045,WH-South,2026-06-11 10:15:03,2026-06-12 09:27:03,23.2,1129.3,UP-32-AB-9676,DRV424
TRP009190,MANDI026,WH-South,2026-08-18 18:19:00,2026-08-19 00:49:41,6.511388888888889,373.5998844171265,PB-15-AB-6645,DRV454
TRP005889,MANDI027,WH-North,2026-02-22 13:50:58,2026-02-23 00:20:58,10.5,587.4,HR-84-AB-2850,DRV895
TRP002162,MANDI042,WH-West,2026-04-02 10:41:04,2026-04-02 23:53:00,13.198888888888888,652.9,DL-52-DF-8170,DRV910
TRP003009,MANDI033,WH-West,2026-07-08 14:40:00,2026-07-09 14:10:45,23.5125,1365.699577485197,UP-97-BC-4801,DRV477
TRP009079,MANDI029,WH-North,2026-05-31 06:19:17,2026-05-31 15:43:00,9.395277777777778,444.99986232768,HR-89-DF-2652,DRV122
TRP001106,MANDI053,WH-East,2026-07-16 20:05:18,2026-07-17 10:23:00,14.295,665.0,RJ-95-CD-2348,DRV617
TRP007257,MANDI055,WH-South,2026-06-22 07:57:00,2026-06-22 13:09:00,5.2,226.7,,
TRP000693,MANDI034,WH-Central,2026-07-05 20:15:00,2026-07-06 06:33:45,10.3125,549.1,RJ-43-AB-1293,DRV428
TRP009073,MANDI022,WH-North,2026-02-16 06:37:06,2026-02-16 16:07:06,9.5,428.7,UP-74-DF-5789,DRV421
TRP004957,MANDI013,WH-East,2026-02-26 04:26:29,2026-02-27 01:02:29,20.6,1212.2,HR-21-BC-8241,
TRP007196,MANDI004,WH-East,2026-07-10 00:00:00,2026-07-10 18:23:19,18.38861111111111,715.4,HR-95-AB-5494,DRV539
TRP008817,MANDI019,WH-Central,2026-04-02 05:10:45,2026-04-02 10:16:00,5.0875,206.6,PB-67-BC-2925,DRV707
TRP004370,MANDI013,WH-South,2026-08-31 19:09:22,2026-09-01 12:21:00,17.19388888888889,901.5997210665984,DL-48-BC-5194,DRV343
TRP002766,MANDI045,WH-South,2026-02-15 05:53:00,2026-02-15 23:53:47,18.013055555555557,961.7,RJ-96-DF-3463,DRV495
TRP003930,MANDI043,WH-Central,2026-04-13 10:09:00,2026-04-13 23:39:45,13.5125,639.3,HR-54-DF-1374,DRV815
TRP007949,MANDI046,Export-Terminal,2026-08-20 17:32:00,,14.7,719.7,RJ-27-CD-3043,DRV268
TRP009086,MANDI048,WH-South,2026-08-22 23:53:00,2026-08-23 13:53:06,14.001666666666667,597.5,HR-28-AB-1026,DRV917
TRP006978,MANDI045,WH-East,2026-01-05 03:13:40,2026-01-05 19:55:40,16.7,780.3,RJ-18-DF-8765,DRV108
TRP000629,MANDI028,Export-Terminal,2026-02-25 17:58:57,2026-02-26 00:00:00,6.0175,841.6,HR-33-CD-3191,DRV569
TRP002452,MANDI010,Export-Terminal,2026-02-20 06:06:22,2026-02-20 00:00:00,12.2,606.9,UP-55-AB-7704,
TRP006809,MANDI020,WH-Central,2026-03-29 23:04:15,2026-03-30 01:52:15,2.8,136.3,PB-62-DF-4726,DRV299
TRP007174,MANDI040,WH-North,2026-03-17 01:48:00,2026-03-17 16:12:00,14.4,726.9,DL-55-DF-7014,DRV838
TRP003825,MANDI024,WH-South,2026-03-12 01:02:23,2026-03-12 14:32:00,13.493611111111111,742.9,DL-44-AB-7596,DRV642
TRP002653,MANDI050,Export-Terminal,2026-09-03 04:14:17,2026-09-03 06:38:00,2.395277777777778,120.3,DL-40-DF-5636,DRV499
