arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,unit_standardized,arrival_quantity_qtl
ARR0002016,2026-03-08,MANDI015,Mustard,HD-2967,450.41,Quintals,13.0,quintals,450.41
ARR0018122,2026-07-13,MANDI006,Rice,HD-2967,255.23,Qtl,104.0,qtl,255.23
ARR0024585,2026-06-10,MANDI055,Rice,Pusa-1121,46181.0,KG,14.0,kg,461.81
ARR0021456,2026-06-23,MANDI009,Mustard,Hybrid,15.825,tonnes,78.0,tonnes,158.25
ARR0005757,2026-01-19,MANDI047,Mustard,PBW-343,375.95,Quintals,12.0,quintals,375.95
ARR0000604,2026-06-24,MANDI036,Cotton,Pusa-1121,20.2,qtl,124.0,qtl,20.2
ARR0005330,2026-05-27,MANDI042,Maize,,23.98,tonnes,,tonnes,239.8
ARR0022713,2026-01-26,MANDI041,Cotton,PBW-343,3.8840000000000003,tonnes,121.0,tonnes,38.84
ARR0000866,2026-06-25,MANDI056,Mustard,Pusa-1121,18188.0,KGS,137.0,kgs,181.88
ARR0019685,2026-02-02,MANDI016,Wheat,Pusa-1121,11960.0,Kgs,115.0,kgs,119.60000000000001
ARR0023792,2026-05-28,MANDI002,Wheat,Local,31.477999999999998,tonnes,,tonnes,314.78
ARR0018941,2026-05-21,MANDI043,Rice,Hybrid,244.85,qtl,49.0,qtl,244.85
ARR0021512,2026-03-04,MANDI029,Mustard,,"30,032.0 KG",,59.0,kg,300.32
ARR0024686,2026-01-13,MANDI031,Sugarcane,Premium,23.683,Tonnes,105.0,tonnes,236.82999999999998
ARR0011221,2026-08-28,MANDI054,Sugarcane,PBW-343,42590.0,Kgs,,kgs,425.90000000000003
ARR0004831,2026-01-24,MANDI032,Cotton,PBW-343,316.02,Quintals,5.0,quintals,316.02
ARR0018236,2026-08-14,MANDI056,Wheat,Local,402.69 qtl,,33.0,qtl,402.69
ARR0005345,2026-08-29,MANDI042,Rice,PBW-343,217.01,Quintals,128.0,quintals,217.01
ARR0023727,2026-02-12,MANDI023,Maize,Local,413.06,quintal,25.0,quintal,413.06
ARR0015317,2026-04-18,MANDI042,Maize,Premium,38.515,T,73.0,t,385.15
ARR0020941,2026-08-02,MANDI006,Cotton,Pusa-1121,9352.0,KG,100.0,kg,93.52
ARR0012798,2026-02-09,MANDI042,Maize,Hybrid,13313.0,Kgs,79.0,kgs,133.13
ARR0015456,2026-01-31,MANDI003,Sugarcane,Local,22.012999999999998,tonnes,,tonnes,220.13
ARR0003874,2026-01-19,MANDI050,Wheat,HD-2967,33110.0,Kgs,143.0,kgs,331.1
ARR0000180,2026-03-07,MANDI013,Maize,Premium,15755.000000000002,KG,68.0,kg,157.55
ARR0021060,2026-07-09,MANDI013,Mustard,PBW-343,-161.46,KG,104.0,kg,
ARR0007437,2026-09-04,MANDI019,Rice,Premium,110.57,quintal,117.0,quintal,110.57
ARR0017652,2026-08-05,MANDI046,Wheat,Hybrid,365.51,Q,97.0,q,365.51
ARR0005959,2026-01-28,MANDI027,Rice,Pusa-1121,274.44,Q,77.0,q,274.44
ARR0014111,2026-01-01,MANDI045,Wheat,,23565.0,KGS,23.0,kgs,235.65
ARR0001801,2026-09-07,MANDI052,Sugarcane,HD-2967,-198.67,Qtl,17.0,qtl,
ARR0014649,2026-11-06,MANDI047,Rice,Pusa-1121,7897.0,KGS,133.0,kgs,78.97
ARR0015083,2026-03-14,MANDI053,Mustard,PBW-343,13.522,MT,,mt,135.22
ARR0006039,2026-06-30,MANDI034,Cotton,Hybrid,26127.999999999996,Kgs,,kgs,261.28
ARR0008222,2026-05-22,MANDI006,Mustard,Pusa-1121,25313.0,KG,107.0,kg,253.13
ARR0024806,2026-04-24,MANDI013,Wheat,HD-2967,219.82,Qtl,143.0,qtl,219.82
ARR0002802,2026-01-03,MANDI049,Wheat,Pusa-1121,34383.0,Kilo,110.0,kilo,343.83
ARR0020952,2026-02-23,MANDI038,Mustard,Hybrid,250.45,Q,15.0,q,250.45
ARR0002923,2026-03-30,MANDI041,Cotton,Pusa-1121,197.68,Q,111.0,q,197.68
ARR0012857,2026-03-01,MANDI039,Sugarcane,HD-2967,26358.0,Kgs,,kgs,263.58
ARR0001246,2026-04-28,MANDI028,Rice,Premium,"7,973.0 KG",,123.0,kg,79.73
ARR0020074,2026-04-21,MANDI056,Wheat,Pusa-1121,23.79,T,149.0,t,237.89999999999998
ARR0004054,2026-09-08,MANDI019,Cotton,HD-2967,482.41,qtl,69.0,qtl,482.41
ARR0005932,2026-06-01,MANDI015,Wheat,,-39.8,KG,36.0,kg,
ARR0003240,2026-04-11,MANDI031,Maize,Premium,354.25,quintal,93.0,quintal,354.25
ARR0000109,2026-08-05,MANDI048,Maize,,16.018,MT,116.0,mt,160.18
ARR0019371,2026-01-07,MANDI016,Sugarcane,,39137.0,Kgs,,kgs,391.37
ARR0016151,2026-04-14,MANDI033,Mustard,,10002.0,KGS,,kgs,100.02
ARR0018630,2026-01-26,MANDI038,Maize,Pusa-1121,43.11,Quintals,,quintals,43.11
ARR0014729,2026-04-04,MANDI047,Rice,Hybrid,"9,741.0 KG",,37.0,kg,97.41
ARR0017870,2026-01-23,MANDI001,Rice,Pusa-1121,21.823,T,107.0,t,218.23000000000002
ARR0011320,2026-06-08,MANDI038,Maize,Premium,19787.0,Kilo,,kilo,197.87
ARR0023395,2026-09-06,MANDI018,Sugarcane,PBW-343,473.36,Qtl,,qtl,473.36
ARR0003535,2026-06-22,MANDI022,Rice,,14.321000000000002,T,88.0,t,143.21
ARR0004395,2026-05-16,MANDI029,Sugarcane,,31.661,T,122.0,t,316.61
ARR0011331,2026-04-29,MANDI005,Rice,,46754.0,KG,70.0,kg,467.54
ARR0014967,2026-02-09,MANDI001,Maize,Hybrid,250.39,quintal,150.0,quintal,250.39
ARR0003568,2026-01-31,MANDI024,Wheat,Pusa-1121,235.49,Qtl,19.0,qtl,235.49
ARR0017046,2026-11-01,MANDI003,Sugarcane,Premium,1591.0,Kilo,15.0,kilo,15.91
ARR0007434,2026-07-07,MANDI017,Maize,Hybrid,-117.58,Qtl,146.0,qtl,
ARR0017037,2026-04-18,MANDI051,Maize,Pusa-1121,-426.47,Qtl,,qtl,
ARR0018624,2026-02-20,MANDI032,Rice,Local,14.5,Qtl,85.0,qtl,14.5
ARR0011318,2026-03-27,MANDI023,Sugarcane,Local,300.66,Quintals,76.0,quintals,300.66
ARR0005495,2026-04-01,MANDI022,Cotton,,"16,427.0 KG",,144.0,kg,164.27
ARR0023112,2026-09-02,MANDI033,Mustard,PBW-343,3.211,Tonnes,51.0,tonnes,32.11
ARR0004300,2026-03-08,MANDI036,Wheat,HD-2967,186.41 qtl,,101.0,qtl,186.41
ARR0016881,2026-04-29,MANDI057,Cotton,Local,175.08,Quintals,98.0,quintals,175.08
ARR0005873,2026-02-18,MANDI008,Rice,HD-2967,49.759,MT,97.0,mt,497.59000000000003
ARR0004839,2026-04-15,MANDI031,Maize,PBW-343,319.45,Q,107.0,q,319.45
ARR0007599,2026-06-06,MANDI041,Maize,PBW-343,302.55 qtl,,34.0,qtl,302.55
ARR0001790,2026-07-11,MANDI029,Rice,Premium,13713.999999999998,KGS,37.0,kgs,137.14
ARR0020639,2026-03-14,MANDI014,Wheat,Local,26110.000000000004,KGS,,kgs,261.1
ARR0013740,2026-07-13,MANDI030,Cotton,HD-2967,84.32,Quintals,43.0,quintals,84.32
ARR0013663,2026-07-21,MANDI019,Maize,PBW-343,252.75,Quintals,141.0,quintals,252.75
ARR0007196,2026-01-31,MANDI056,Mustard,Pusa-1121,206.4 qtl,,87.0,qtl,206.4
ARR0017079,2026-05-10,MANDI036,Wheat,Hybrid,21.605,T,123.0,t,216.05
ARR0014747,2026-03-16,MANDI021,Sugarcane,Premium,26592.0,Kilo,,kilo,265.92
ARR0007465,2026-06-01,MANDI043,Rice,Premium,42102.0,Kgs,47.0,kgs,421.02
ARR0009231,2026-05-09,MANDI006,Sugarcane,Local,262.89 qtl,,,qtl,262.89
ARR0006331,2026-09-02,MANDI055,Cotton,,-342.67,KG,127.0,kg,
ARR0000011,2026-08-26,MANDI029,Wheat,Hybrid,"23,315.0 KG",,,kg,233.15
ARR0010840,2026-03-10,MANDI031,Sugarcane,Premium,"34,330.0 KG",,128.0,kg,343.3
ARR0005869,2026-05-14,MANDI023,Sugarcane,Premium,35.489,MT,130.0,mt,354.89
ARR0008856,2026-08-08,MANDI005,Cotton,Pusa-1121,34413.0,kg,5.0,kg,344.13
ARR0023187,2026-07-24,MANDI026,Maize,,436.5,Q,22.0,q,436.5
ARR0011458,2026-08-31,MANDI011,Wheat,HD-2967,123.87,Quintals,45.0,quintals,123.87
ARR0022893,2026-07-07,MANDI022,Mustard,Pusa-1121,14.949000000000002,T,116.0,t,149.49
ARR0020884,2026-12-03,MANDI035,Maize,Premium,4.095000000000001,tonnes,57.0,tonnes,40.95
ARR0024003,2026-03-08,MANDI037,Wheat,HD-2967,18.134999999999998,MT,114.0,mt,181.34999999999997
ARR0015463,2026-05-27,MANDI050,Wheat,Hybrid,2428.0,KG,6.0,kg,24.28
ARR0010586,2026-08-25,MANDI052,Rice,PBW-343,279.38,Q,58.0,q,279.38
ARR0018130,2026-02-10,MANDI056,Maize,Hybrid,317.73,Q,84.0,q,317.73
ARR0008516,2026-07-09,MANDI052,Wheat,PBW-343,327.84 qtl,,61.0,qtl,327.84
ARR0001345,2026-09-03,MANDI040,Rice,Pusa-1121,251.36,Quintals,,quintals,251.36
ARR0000373,2026-03-10,MANDI030,Sugarcane,HD-2967,23.371000000000002,MT,27.0,mt,233.71000000000004
ARR0015807,2026-04-26,MANDI024,Sugarcane,Hybrid,7908.0,Kilo,102.0,kilo,79.08
ARR0000910,2026-07-26,MANDI046,Mustard,,15952.000000000002,Kgs,60.0,kgs,159.52
ARR0014916,2026-02-01,MANDI021,Maize,Local,254.99,Q,84.0,q,254.99
ARR0018227,2026-01-22,MANDI037,Mustard,Pusa-1121,8.772,tonnes,60.0,tonnes,87.72
ARR0020367,2026-08-17,MANDI039,Cotton,Hybrid,7533.0,KGS,86.0,kgs,75.33
ARR0016211,2026-06-09,MANDI031,Wheat,HD-2967,11873.0,Kgs,,kgs,118.73
ARR0011663,2026-08-09,MANDI047,Maize,Local,"21,857.0 KG",,,kg,218.57
ARR0018542,2026-03-27,MANDI002,Rice,Hybrid,12.434000000000001,MT,26.0,mt,124.34
ARR0011416,2026-02-07,MANDI019,Mustard,,"48,668.0 KG",,65.0,kg,486.68
ARR0001245,2026-05-26,MANDI006,Maize,,248.74 qtl,,40.0,qtl,248.74
ARR0001196,2026-08-02,MANDI048,Rice,PBW-343,37.245999999999995,T,138.0,t,372.4599999999999
ARR0002991,2026-07-27,MANDI034,Maize,Premium,42.724000000000004,T,63.0,t,427.24
ARR0015705,2026-02-15,MANDI055,Rice,PBW-343,38853.0,Kilo,,kilo,388.53000000000003
ARR0000257,2026-10-08,MANDI033,Sugarcane,Hybrid,34.199,Tonnes,37.0,tonnes,341.99
ARR0016366,2026-03-25,MANDI005,Rice,HD-2967,1.9739999999999998,Tonnes,71.0,tonnes,19.74
ARR0008206,2026-03-07,MANDI028,Mustard,Premium,414.18,Quintals,85.0,quintals,414.18
ARR0024342,2026-01-03,MANDI004,Cotton,,110.58,Q,52.0,q,110.58
ARR0014770,2026-08-17,MANDI054,Cotton,Hybrid,"14,811.000000000002 KG",,56.0,kg,148.11
ARR0024893,2026-06-05,MANDI016,Rice,Local,11.724,MT,,mt,117.24000000000001
ARR0024865,2026-04-15,MANDI034,Rice,Local,27081.0,Kilo,81.0,kilo,270.81
ARR0024113,2026-05-03,MANDI043,Sugarcane,Premium,33643.0,Kilo,88.0,kilo,336.43
ARR0023559,2026-05-18,MANDI057,Cotton,Hybrid,25.580000000000002,MT,,mt,255.8
ARR0004785,2026-09-09,MANDI037,Maize,Local,296.85 qtl,,,qtl,296.85
ARR0013664,2026-02-27,MANDI001,Rice,,"38,047.0 KG",,50.0,kg,380.47
ARR0007523,2026-05-14,MANDI014,Maize,,47.717,tonnes,78.0,tonnes,477.16999999999996
ARR0009305,2026-02-19,MANDI017,Sugarcane,Pusa-1121,427.65,quintal,55.0,quintal,427.65
ARR0015871,2026-06-25,MANDI003,Cotton,PBW-343,-327.69,Qtl,,qtl,
ARR0021345,2026-02-22,MANDI042,Mustard,Local,54.65,quintal,,quintal,54.65
ARR0019641,2026-06-08,MANDI019,Cotton,,1882.0,KGS,72.0,kgs,18.82
ARR0005913,2026-05-21,MANDI044,Sugarcane,HD-2967,28319.0,KGS,19.0,kgs,283.19
ARR0023258,2026-05-12,MANDI033,Sugarcane,Premium,"12,822.999999999998 KG",,117.0,kg,128.23
ARR0013887,2026-08-10,MANDI006,Wheat,,21980.0,KG,101.0,kg,219.8
ARR0021083,2026-01-14,MANDI010,Mustard,PBW-343,359.14,Q,99.0,q,359.14
ARR0018190,2026-06-19,MANDI028,Wheat,HD-2967,18288.0,kg,117.0,kg,182.88
ARR0016331,2026-01-04,MANDI054,Mustard,PBW-343,462.37,Quintals,,quintals,462.37
ARR0017726,2026-01-04,MANDI035,Sugarcane,HD-2967,264.84,qtl,112.0,qtl,264.84
ARR0019014,2026-02-08,MANDI012,Wheat,Local,218.55,qtl,130.0,qtl,218.55
ARR0001380,2026-08-13,MANDI020,Wheat,Local,7902.0,Kilo,57.0,kilo,79.02
ARR0007690,2026-07-19,MANDI025,Maize,Premium,132.59,Q,,q,132.59
ARR0003689,2026-02-27,MANDI030,Rice,HD-2967,4.058,MT,106.0,mt,40.58
ARR0023235,2026-02-28,MANDI022,Cotton,HD-2967,481.18 qtl,,,qtl,481.18
ARR0024491,2026-08-23,MANDI008,Mustard,,198.35,Quintals,44.0,quintals,198.35
ARR0015660,2026-03-26,MANDI016,Sugarcane,HD-2967,228.7,quintal,95.0,quintal,228.7
ARR0003791,2026-05-15,MANDI053,Mustard,HD-2967,29402.0,Kilo,109.0,kilo,294.02
ARR0008813,2026-01-29,MANDI053,Rice,Pusa-1121,6.699,T,57.0,t,66.99
ARR0016183,2026-06-21,MANDI038,Rice,Hybrid,37919.0,kg,70.0,kg,379.19
ARR0000653,2026-01-22,MANDI044,Sugarcane,PBW-343,316.83,Qtl,64.0,qtl,316.83
ARR0024816,2026-02-07,MANDI040,Wheat,PBW-343,-325.78,Qtl,,qtl,
ARR0011666,2026-06-10,MANDI036,Sugarcane,Local,16774.0,kg,137.0,kg,167.74
ARR0016853,2026-01-03,MANDI052,Wheat,Hybrid,"24,318.0 KG",,59.0,kg,243.18
ARR0005329,2026-06-09,MANDI046,Cotton,HD-2967,20.464,Tonnes,28.0,tonnes,204.64
ARR0007220,2026-08-26,MANDI016,Sugarcane,Hybrid,27058.0,Kilo,59.0,kilo,270.58
ARR0023688,2026-06-03,MANDI039,Cotton,Hybrid,115.41 qtl,,109.0,qtl,115.41
ARR0011163,2026-05-17,MANDI023,Cotton,Local,128.58,Quintals,100.0,quintals,128.58
ARR0000013,2026-06-30,MANDI048,Sugarcane,HD-2967,49.407,MT,126.0,mt,494.06999999999994
ARR0006153,2026-02-18,MANDI054,Wheat,HD-2967,10.187999999999999,Tonnes,,tonnes,101.88
ARR0011664,2026-05-20,MANDI054,Wheat,PBW-343,19053.0,KG,102.0,kg,190.53
ARR0002811,2026-04-28,MANDI011,Sugarcane,Local,"3,102.0 KG",,75.0,kg,31.02
ARR0002690,2026-01-29,MANDI050,Wheat,Premium,24.894,Tonnes,25.0,tonnes,248.94
ARR0011162,2026-07-25,MANDI006,Cotton,Local,463.55,Qtl,68.0,qtl,463.55
ARR0013479,2026-02-21,MANDI054,Mustard,HD-2967,357.32,Quintals,21.0,quintals,357.32
ARR0019091,2026-05-19,MANDI045,Sugarcane,Pusa-1121,170.79,Qtl,,qtl,170.79
ARR0012617,2026-01-28,MANDI052,Wheat,HD-2967,42.83,MT,,mt,428.29999999999995
ARR0009859,2026-03-18,MANDI011,Sugarcane,Hybrid,349.41,Qtl,,qtl,349.41
ARR0021108,2026-07-08,MANDI014,Rice,Pusa-1121,21275.0,KG,8.0,kg,212.75
ARR0012364,2026-03-30,MANDI041,Mustard,,12984.0,Kilo,97.0,kilo,129.84
ARR0023425,2026-03-10,MANDI041,Mustard,Hybrid,216.77,Quintals,34.0,quintals,216.77
ARR0001507,2026-02-11,MANDI001,Mustard,Local,346.26 qtl,,,qtl,346.26
ARR0004367,2026-08-29,MANDI012,Cotton,Local,4.848,T,,t,48.48
ARR0010589,2026-04-30,MANDI025,Maize,PBW-343,36479.0,KG,,kg,364.79
ARR0014393,2026-03-12,MANDI047,Rice,Local,"14,385.0 KG",,84.0,kg,143.85
ARR0002131,2026-01-09,MANDI044,Cotton,PBW-343,31648.0,KGS,33.0,kgs,316.48
ARR0001649,2026-03-09,MANDI018,Mustard,Pusa-1121,295.04 qtl,,38.0,qtl,295.04
ARR0015929,2026-08-14,MANDI006,Rice,Local,17328.0,KG,17.0,kg,173.28
ARR0006767,2026-07-22,MANDI033,Mustard,PBW-343,471.67,Q,,q,471.67
ARR0019781,2026-01-14,MANDI049,Cotton,Hybrid,"42,048.0 KG",,93.0,kg,420.48
ARR0004145,2026-04-22,MANDI053,Wheat,PBW-343,397.11,quintal,90.0,quintal,397.11
ARR0008202,2026-04-18,MANDI004,Maize,Local,74.94,Quintals,109.0,quintals,74.94
ARR0024382,2026-02-21,MANDI007,Rice,Local,332.53 qtl,,93.0,qtl,332.53
ARR0014831,2026-03-22,MANDI025,Rice,HD-2967,14.312999999999999,Tonnes,72.0,tonnes,143.13
ARR0009938,2026-01-04,MANDI051,Wheat,Pusa-1121,-394.8,Qtl,139.0,qtl,
ARR0013604,2026-05-02,MANDI018,Mustard,,103.42 qtl,,27.0,qtl,103.42
ARR0024182,2026-08-07,MANDI035,Cotton,Local,146.17,Quintals,114.0,quintals,146.17
ARR0012598,2026-03-12,MANDI017,Mustard,Premium,456.56,Q,79.0,q,456.56
ARR0019912,2026-06-19,MANDI010,Mustard,Premium,2352.0,Kilo,52.0,kilo,23.52
ARR0014964,2026-04-06,MANDI017,Mustard,PBW-343,-217.54,Qtl,43.0,qtl,
ARR0024025,2026-03-27,MANDI003,Wheat,Premium,206.98,qtl,,qtl,206.98
ARR0024122,2026-02-27,MANDI020,Maize,,178.91,Qtl,42.0,qtl,178.91
ARR0001544,2026-05-22,MANDI028,Rice,Local,110.94,Qtl,,qtl,110.94
ARR0012121,2026-06-28,MANDI012,Wheat,,421.47,Qtl,39.0,qtl,421.47
ARR0020819,2026-02-23,MANDI006,Cotton,Hybrid,232.43 qtl,,101.0,qtl,232.43
ARR0014409,2026-01-13,MANDI046,Sugarcane,Hybrid,13769.999999999998,KGS,48.0,kgs,137.7
ARR0014894,2026-08-18,MANDI024,Maize,,244.81,Q,61.0,q,244.81
ARR0000033,2026-08-07,MANDI044,Wheat,HD-2967,497.02,quintal,118.0,quintal,497.02
ARR0007188,2026-03-02,MANDI008,Rice,PBW-343,436.48 qtl,,17.0,qtl,436.48
ARR0023391,2026-05-18,MANDI040,Mustard,Local,-105.59,KG,65.0,kg,
ARR0021077,2026-05-07,MANDI013,Cotton,Local,26.556,MT,98.0,mt,265.56
ARR0022581,2026-03-25,MANDI032,Wheat,PBW-343,408.25,Qtl,118.0,qtl,408.25
ARR0012214,2026-05-19,MANDI031,Rice,Pusa-1121,119.09,Qtl,20.0,qtl,119.09
ARR0019784,2026-02-14,MANDI007,Mustard,Pusa-1121,306.0,Qtl,116.0,qtl,306.0
ARR0008750,2026-06-22,MANDI013,Sugarcane,,49814.0,Kilo,,kilo,498.14
ARR0000746,2026-01-31,MANDI041,Wheat,,27.042,MT,62.0,mt,270.42
ARR0004084,2026-06-13,MANDI033,Wheat,HD-2967,4.883,tonnes,,tonnes,48.83
ARR0002878,2026-06-04,MANDI055,Sugarcane,Hybrid,71.87,Qtl,107.0,qtl,71.87
ARR0019586,2026-01-05,MANDI049,Cotton,Hybrid,35.7,T,31.0,t,357.0
ARR0009934,2026-03-06,MANDI055,Cotton,,"42,313.0 KG",,56.0,kg,423.13
ARR0002652,2026-03-10,MANDI017,Cotton,Hybrid,277.96,quintal,,quintal,277.96
ARR0022501,2026-09-07,MANDI050,Sugarcane,PBW-343,"34,013.0 KG",,130.0,kg,340.13
ARR0022386,2026-06-28,MANDI010,Maize,,19.145,T,11.0,t,191.45
ARR0024004,2026-05-02,MANDI018,Maize,Premium,4635.0,Kilo,99.0,kilo,46.35
ARR0023270,2026-05-07,MANDI027,Mustard,Hybrid,58.45,Qtl,88.0,qtl,58.45
ARR0007147,2026-08-28,MANDI044,Rice,Local,1.186,T,63.0,t,11.86
ARR0000958,2026-01-31,MANDI016,Rice,HD-2967,380.87,Qtl,139.0,qtl,380.87
ARR0002111,2026-08-28,MANDI045,Wheat,Premium,226.88,Quintals,,quintals,226.88
ARR0005109,2026-09-04,MANDI044,Wheat,Local,394.72 qtl,,146.0,qtl,394.72
ARR0020857,2026-08-18,MANDI004,Wheat,Premium,"48,364.0 KG",,,kg,483.64
ARR0007632,2026-06-22,MANDI015,Cotton,Local,"21,015.0 KG",,47.0,kg,210.15
ARR0023416,2026-04-28,MANDI053,Maize,PBW-343,19.394,MT,27.0,mt,193.94
ARR0024766,2026-01-17,MANDI045,Wheat,PBW-343,244.11,quintal,110.0,quintal,244.11
ARR0022086,2026-05-13,MANDI038,Sugarcane,Pusa-1121,284.18,Q,,q,284.18
ARR0023670,2026-06-20,MANDI050,Sugarcane,Pusa-1121,261.78,quintal,13.0,quintal,261.78
ARR0013536,2026-02-01,MANDI012,Mustard,HD-2967,309.41 qtl,,71.0,qtl,309.41
ARR0010961,2026-08-05,MANDI031,Sugarcane,Pusa-1121,37.503,MT,104.0,mt,375.03
ARR0019040,2026-08-20,MANDI049,Mustard,Hybrid,-401.85,KG,86.0,kg,
ARR0008848,2026-05-09,MANDI028,Mustard,Local,31.84,Q,,q,31.84
ARR0012912,2026-08-22,MANDI029,Rice,PBW-343,"13,546.0 KG",,100.0,kg,135.46
ARR0023325,2026-05-27,MANDI029,Maize,Premium,3229.0,Kgs,131.0,kgs,32.29
ARR0021526,2026-07-11,MANDI005,Rice,,"44,474.0 KG",,117.0,kg,444.74
ARR0018927,2026-01-22,MANDI021,Rice,Local,2.114,T,86.0,t,21.14
ARR0018631,2026-02-06,MANDI013,Rice,PBW-343,308.21 qtl,,,qtl,308.21
ARR0010392,2026-06-23,MANDI052,Cotton,,18127.0,Kilo,73.0,kilo,181.27
ARR0004641,2026-04-27,MANDI007,Mustard,Hybrid,41088.0,KGS,100.0,kgs,410.88
ARR0002400,2026-04-09,MANDI036,Cotton,PBW-343,12.36,quintal,66.0,quintal,12.36
ARR0007311,2026-06-20,MANDI049,Sugarcane,HD-2967,47099.0,KG,93.0,kg,470.99
ARR0022430,2026-08-21,MANDI046,Rice,HD-2967,39908.0,KGS,,kgs,399.08
ARR0012001,2026-02-22,MANDI030,Sugarcane,Local,109.62,Q,134.0,q,109.62
ARR0014025,2026-03-28,MANDI050,Mustard,PBW-343,419.17,qtl,,qtl,419.17
ARR0021409,2026-04-15,MANDI047,Cotton,Pusa-1121,363.24 qtl,,150.0,qtl,363.24
ARR0009598,2026-03-02,MANDI032,Wheat,PBW-343,1.809,MT,149.0,mt,18.09
ARR0021383,2026-01-31,MANDI048,Sugarcane,Hybrid,31.595999999999997,T,36.0,t,315.96
ARR0002626,2026-07-31,MANDI016,Rice,Local,21946.0,Kgs,43.0,kgs,219.46
ARR0011341,2026-08-15,MANDI023,Cotton,,"12,727.0 KG",,92.0,kg,127.27
ARR0003347,2026-07-16,MANDI052,Maize,Pusa-1121,96.41 qtl,,148.0,qtl,96.41
ARR0015836,2026-07-25,MANDI053,Sugarcane,,41.282,MT,122.0,mt,412.81999999999994
ARR0017961,2026-05-20,MANDI035,Sugarcane,,42585.0,Kilo,132.0,kilo,425.85
ARR0008298,2026-01-24,MANDI001,Sugarcane,PBW-343,306.59,Qtl,135.0,qtl,306.59
ARR0008960,2026-07-15,MANDI033,Cotton,,34.535000000000004,MT,68.0,mt,345.35
ARR0016461,2026-02-20,MANDI047,Rice,Local,29.961000000000002,MT,91.0,mt,299.61
ARR0019963,2026-07-19,MANDI024,Mustard,PBW-343,19400.0,kg,74.0,kg,194.0
ARR0006652,2026-02-10,MANDI057,Wheat,Local,237.24,Q,142.0,q,237.24
ARR0004948,2026-08-25,MANDI006,Wheat,Local,24.912,MT,111.0,mt,249.12
ARR0018835,2026-07-31,MANDI018,Mustard,,48838.0,KGS,111.0,kgs,488.38
ARR0010453,2026-07-30,MANDI016,Sugarcane,PBW-343,40.39,T,18.0,t,403.9
ARR0016219,2026-04-26,MANDI031,Rice,Hybrid,352.38,Qtl,6.0,qtl,352.38
ARR0009968,2026-07-07,MANDI022,Wheat,HD-2967,187.07,Qtl,,qtl,187.07
ARR0021898,2026-06-27,MANDI047,Rice,HD-2967,-19.7,Qtl,112.0,qtl,
ARR0019603,2026-01-23,MANDI045,Mustard,Hybrid,"42,265.0 KG",,82.0,kg,422.65000000000003
ARR0000094,2026-03-01,MANDI051,Rice,Premium,417.36 qtl,,65.0,qtl,417.36
ARR0007172,2026-05-28,MANDI055,Rice,PBW-343,366.31 qtl,,,qtl,366.31
ARR0006792,2026-02-23,MANDI026,Sugarcane,HD-2967,491.47 qtl,,136.0,qtl,491.47
ARR0009140,2026-05-29,MANDI008,Mustard,,-133.45,Qtl,,qtl,
ARR0017472,2026-04-13,MANDI044,Cotton,,210.9,qtl,113.0,qtl,210.9
ARR0021264,2026-09-06,MANDI053,Cotton,Local,"44,390.0 KG",,116.0,kg,443.90000000000003
ARR0007845,2026-08-06,MANDI013,Cotton,Premium,183.58,qtl,42.0,qtl,183.58
ARR0016332,2026-06-15,MANDI005,Mustard,Local,3.9869999999999997,T,117.0,t,39.87
ARR0022714,2026-03-12,MANDI032,Maize,HD-2967,459.66,quintal,129.0,quintal,459.66
ARR0001886,2026-04-02,MANDI057,Cotton,HD-2967,37892.0,Kgs,67.0,kgs,378.92
ARR0022556,2026-03-12,MANDI014,Sugarcane,Pusa-1121,126.53,Qtl,43.0,qtl,126.53
ARR0012787,2026-02-08,MANDI047,Maize,PBW-343,5.311999999999999,T,59.0,t,53.11999999999999
ARR0005774,2026-08-10,MANDI034,Cotton,Local,"33,037.0 KG",,,kg,330.37
ARR0016850,2026-03-01,MANDI005,Cotton,PBW-343,"27,080.0 KG",,117.0,kg,270.8
ARR0008191,2026-08-21,MANDI048,Cotton,,-210.34,KG,81.0,kg,
ARR0000003,2026-05-29,MANDI052,Wheat,Local,430.71,quintal,107.0,quintal,430.71
ARR0016092,2026-08-04,MANDI022,Sugarcane,PBW-343,24927.0,kg,70.0,kg,249.27
ARR0002760,2026-02-19,MANDI041,Cotton,Hybrid,43.93,MT,130.0,mt,439.3
ARR0018649,2026-03-24,MANDI032,Mustard,HD-2967,3818.0,kg,54.0,kg,38.18
ARR0017513,2026-05-24,MANDI032,Sugarcane,HD-2967,481.55,qtl,137.0,qtl,481.55
ARR0012223,2026-02-09,MANDI045,Maize,Premium,40429.0,KG,,kg,404.29
ARR0009426,2026-07-07,MANDI021,Wheat,,411.36,Q,,q,411.36
ARR0023702,2026-04-22,MANDI001,Mustard,,29716.000000000004,KG,29.0,kg,297.16
ARR0007850,2026-07-04,MANDI048,Cotton,Local,-327.66,KG,80.0,kg,
ARR0003176,2026-08-15,MANDI005,Wheat,Hybrid,22402.0,KGS,97.0,kgs,224.02
ARR0019829,2026-08-03,MANDI056,Rice,HD-2967,26.302999999999997,tonnes,23.0,tonnes,263.03
ARR0015670,2026-07-19,MANDI055,Rice,Premium,130.42,quintal,52.0,quintal,130.42
