arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count
ARR0023357,2026-03-03,MANDI027,सरसों,PBW-343,337.28,Q,95
ARR0005138,28.07.2026,052,cotton,,21965.0,KGS,102
ARR0014781,2026-08-01,mandi007,Paddy,HD-2967,8.818999999999999,tonnes,67
ARR0010585,23/03/2026,MANDI024,GEHUN,Hybrid,253.68,Qtl,64
ARR0014806,20.03.2026,M038,mustard,PBW-343,16249.0,Kilo,77
ARR0010414,15/07/2026,MANDI056,Ganne,Local,221.54 qtl,,104
ARR0001341,07-16-2026,M006,Chawal,Premium,36808.0,Kilo,39
ARR0014506,10-Jul-2026,mandi033,cotton,Premium,289.3,quintal,48
ARR0016103,2026-01-12,mandi_035,गन्ना,,34.821,T,31
ARR0010716,2026-08-01,mandi_025,Sarson,Pusa-1121,338.84,quintal,53
ARR0009471,22-Jan-2026,MANDI-013,Paddy,HD-2967,41360.0,KGS,103
ARR0012009,06-Aug-2026,mandi_052,Ganna,HD-2967,31.57,qtl,143
ARR0021305,12-Apr-2026,025,Sarson,,24.912,tonnes,63
ARR0017352,2026-07-01,MANDI006,Ganna,Premium,-347.64,Qtl,146
ARR0018809,17/08/2026,MANDI-045,Ganne,Premium,24806.0,KGS,NA
ARR0023183,2026/09/03,mandi_019,Sugarcane,Premium,42.74,Quintals,14
,2026-02-05,MANDI020,गन्ना,,375.64,Q,115
ARR0019773,2026-01-01,MANDI031,Sarso,HD-2967,"41,017.0 KG",,80
ARR0005698,06.04.2026,MANDI002,mustard,PBW-343,30.416000000000004,MT,61
ARR0019028,07.09.2026,MANDI-008,mustard,PBW-343,32.689,Tonnes,145
ARR0014828,2026-08-24,M024,cotton,PBW-343,15.142,tonnes,14
ARR0004980,2026/07/09,mandi_028,Gehun,Local,17765.0,KGS,149
ARR0004889,04.07.2026,mandi_051,Corn,Pusa-1121,141.85,Q,NA
ARR0001474,2026-07-15,MANDI038,Chawal,HD-2967,14030.000000000002,Kilo,139
ARR0022154,2026-01-22,MANDI017,Narma,Pusa-1121,304.42,Q,97
ARR0022518,09-Mar-2026,MANDI-037,गन्ना,Pusa-1121,-488.9,Qtl,121
ARR0002848,05/09/2026,MANDI043,गेहूं,PBW-343,37.38,Quintals,98
ARR0008371,2026/04/13,MANDI-056,Makka,PBW-343,"45,329.0 KG",,135
ARR0023154,11/06/2026,MANDI012,Maize,Hybrid,54.6,Q,137
ARR0024593,28/07/2026,MANDI-003,Sarson,Pusa-1121,451.65,Q,46
ARR0019688,04/07/2026,MANDI051,Makki,Local,35561.0,KGS,NA
ARR0021032,03-01-2026,MANDI048,sugarcane,Local,35.356,MT,88
ARR0014124,2026-02-20,MANDI053,चावल,HD-2967,35067.0,Kilo,124
ARR0018998,2026-05-10,mandi012,Sarson,Premium,412.83 qtl,,90
ARR0008216,21-Apr-2026,MANDI-019,Sugarcane,Premium,10.345,T,57
ARR0022649,29.04.2026,MANDI008,GEHUN,Local,"1,030.0 KG",,146
ARR0001096,14/08/2026,M028,Sarson,,"29,197.000000000004 KG",,115
ARR0004636,13.06.2026,MANDI041,सरसों,PBW-343,117.43 qtl,,95
ARR0014739,09-01-2026,MANDI023,मक्का,Pusa-1121,38959.0,Kilo,145
ARR0016172,15/07/2026,MANDI048,मक्का,Local,108.1 qtl,,NA
ARR0022880,08.06.2026,MANDI049,Narma,Pusa-1121,6998.999999999999,kg,9
ARR0003541,19.02.2026,MANDI-035,Sugarcane,PBW-343,33.233,Tonnes,112
ARR0005877,2026-06-01,MANDI015,कपास,Local,384.46,Quintals,13
ARR0018289,07-Jun-2026,mandi057,धान,Premium,48781.0,KGS,120
ARR0016236,2026-09-01,M002,Ganne,Premium,436.16,quintal,26
ARR0002384,02-08-2026,M036,sugarcane,,116.03 qtl,,132
ARR0024649,2026/08/20,mandi_018,गेहूं,Local,125.97,qtl,147
ARR0005978,2026/01/03,MANDI-007,Ganne,Hybrid,"37,032.0 KG",,NA
ARR0001161,2026-06-18,MANDI031,paddy,PBW-343,24.880000000000003,T,65
ARR0015549,2026-09-04,MANDI-019,corn,Hybrid,43.022000000000006,Tonnes,124
ARR0005956,2026-05-05,mandi_035,Narma,PBW-343,15.297999999999998,MT,32
ARR0015446,03-10-2026,MANDI034,GEHUN,PBW-343,"1,171.0 KG",,100
ARR0008968,02.09.2026,MANDI042,Ganna,PBW-343,22.287,Tonnes,59
ARR0019904,2026/09/07,MANDI048,GEHUN,Pusa-1121,199.62,qtl,NA
ARR0006251,11-Feb-2026,MANDI-046,गन्ना,Local,99.05,Qtl,147
ARR0016596,25/06/2026,MANDI-023,WHEAT,PBW-343,"43,158.0 KG",,35
ARR0005303,2026/05/10,MANDI027,मक्का,HD-2967,"35,010.0 KG",,139
ARR0002769,03-05-2026,MANDI010,मक्का,Premium,49676.0,Kilo,120
ARR0002635,2026-06-17,mandi_056,Sarson,PBW-343,121.85,qtl,95
ARR0015031,12-Jun-2026,mandi036,Sugarcane,Pusa-1121,"22,185.0 KG",,101
ARR0013360,07-20-2026,MANDI049,Sarson,,476.57,qtl,119
ARR0001574,2026-05-25,MANDI024,Rice,HD-2967,30.3 qtl,,55
ARR0014888,17-Apr-2026,M051,Corn,HD-2967,206.01,Quintals,105
ARR0010690,26.03.2026,mandi033,मक्का,Hybrid,78.79 qtl,,118
ARR0023950,01/01/2026,MANDI-043,Cotton,Premium,29.063,MT,NA
ARR0003952,20.02.2026,MANDI033,Sarson,Premium,-46.39,Qtl,76
ARR0017140,08-May-2026,MANDI001,Sugarcane,HD-2967,136.28,quintal,NA
ARR0020375,06-08-2026,MANDI-057,Rice,Local,430.76,quintal,102
ARR0003368,15.08.2026,MANDI020,Wheat,Local,318.48 qtl,,56
ARR0024785,2026-09-08,MANDI013,Chawal,Pusa-1121,40656.0,KG,92
ARR0023529,15/01/2026,M053,Makki,Local,3365.0,Kilo,44
ARR0013436,01.01.2026,mandi003,Mustard,,4601.0,Kilo,62
ARR0001330,02-28-2026,MANDI-032,Makka,Local,255.69 qtl,,NA
ARR0016553,14-Apr-2026,MANDI049,Chawal,,156.04 qtl,,116
ARR0003917,19.08.2026,MANDI044,चावल,Pusa-1121,33448.0,Kgs,56
ARR0003773,10/01/2026,MANDI-029,Narma,HD-2967,-299.64,Qtl,83
ARR0005485,01-02-2026,mandi_021,Mustard,Pusa-1121,30248.0,Kilo,111
ARR0006082,2026/08/27,mandi_001,WHEAT,HD-2967,9547.0,Kilo,20
ARR0007386,2026/01/15,MANDI056,Rice,Hybrid,6553.0,KG,14
ARR0013382,31.05.2026,MANDI-025,Narma,PBW-343,32663.0,KGS,126
ARR0001051,2026/03/29,MANDI-020,कपास,,"8,374.0 KG",,95
ARR0011543,04-10-2026,MANDI001,Basmati,Local,129.48,qtl,41
ARR0018917,10/02/2026,MANDI-047,Basmati,Local,16.09,tonnes,146
ARR0010079,02-Mar-2026,mandi007,Corn,,49.126999999999995,MT,46
ARR0000624,2026/06/11,mandi043,Paddy,Pusa-1121,80.73,quintal,126
ARR0008010,02/08/2026,047,मक्का,Pusa-1121,399.56 qtl,,60
ARR0015158,2026-02-10,MANDI022,Ganne,Hybrid,33458.0,Kgs,116
ARR0003886,03-Jul-2026,MANDI039,paddy,Premium,18.146,T,92
ARR0009532,2026-06-18,mandi_012,Maize,Pusa-1121,172.23,Q,7
ARR0004179,2026-08-12,MANDI006,Dhaan,PBW-343,136.11,quintal,148
ARR0017537,11.01.2026,MANDI035,कपास,Hybrid,"22,075.0 KG",,90
ARR0009293,2026/07/15,M004,Sarson,Premium,-314.71,KG,21
ARR0016819,05-24-2026,M021,corn,Local,42695.0,Kilo,135
ARR0003081,14-Jul-2026,MANDI028,Ganne,Local,34056.0,Kilo,NA
ARR0012511,2026-07-16,MANDI008,mustard,,33.114,tonnes,147
ARR0014943,2026/02/17,mandi_053,Makki,Hybrid,"15,599.0 KG",,21
ARR0011987,04-01-2026,M049,Narma,PBW-343,34244.0,KGS,11
ARR0001502,2026-01-29,M025,Corn,,35.997,Tonnes,NA
ARR0004996,02.06.2026,MANDI047,Cotton,Local,8017.0,KGS,137
ARR0009782,08-02-2026,MANDI020,Sugarcane,PBW-343,291.29,quintal,53
ARR0017900,09-05-2026,MANDI012,Maize,PBW-343,11.912,MT,119
ARR0021483,2026/03/03,046,cotton,Local,371.33,qtl,31
ARR0016450,2026/01/20,MANDI036,Sarso,Pusa-1121,425.29,Q,7
ARR0011751,2026/03/01,MANDI049,WHEAT,HD-2967,"1,053.0 KG",,NA
ARR0017268,27-May-2026,MANDI029,Gehun,,179.77,Quintals,90
ARR0016967,2026-01-27,MANDI019,Makka,Premium,252.26,quintal,141
ARR0022729,05.02.2026,MANDI003,गेहूं,HD-2967,21210.0,Kgs,70
ARR0018206,28/06/2026,MANDI037,Sugarcane,Local,31297.000000000004,KG,52
ARR0007771,18/07/2026,MANDI014,Mustard,,12805.000000000002,kg,15
ARR0017546,2026-05-27,MANDI018,Narma,PBW-343,36495.0,KG,23
ARR0002533,2026-05-18,mandi_023,Maize,PBW-343,276.94,Qtl,144
ARR0008709,13/03/2026,mandi008,Cotton,PBW-343,4450.0,KG,82
ARR0017848,19-Aug-2026,004,मक्का,Premium,14.088999999999999,Tonnes,NA
ARR0001101,21-Feb-2026,mandi028,Basmati,Hybrid,33428.0,Kgs,85
ARR0010324,20-May-2026,MANDI056,गेहूं,Pusa-1121,311.21,Quintals,NA
ARR0019543,04-14-2026,mandi015,Makki,HD-2967,412.41 qtl,,62
ARR0003236,2026/05/01,020,Chawal,Pusa-1121,231.78 qtl,,137
ARR0019111,2026/07/18,mandi_044,GEHUN,Local,40.166000000000004,Tonnes,11
ARR0021967,12/07/2026,MANDI-006,धान,HD-2967,"3,570.0000000000005 KG",,NA
ARR0001389,02.04.2026,MANDI031,Sugarcane,,308.39,Q,13
ARR0004723,14/06/2026,mandi_044,Basmati,Pusa-1121,143.81,Quintals,94
ARR0016465,30.04.2026,MANDI052,Corn,Hybrid,459.63,Quintals,31
ARR0012201,2026/03/30,MANDI053,कपास,HD-2967,111.95,Quintals,NA
ARR0006113,2026-08-23,MANDI022,paddy,Pusa-1121,161.87 qtl,,96
ARR0004239,2026/02/12,032,चावल,HD-2967,284.93,Quintals,87
ARR0007979,05.01.2026,MANDI-028,Makki,HD-2967,18187.0,Kgs,65
ARR0006436,20-Jun-2026,MANDI-051,Ganne,Local,234.7,qtl,38
ARR0018400,23-Feb-2026,MANDI-040,गन्ना,,41.238,T,57
ARR0005267,20.05.2026,mandi004,Corn,Premium,321.0,Q,111
ARR0015327,2026-03-13,MANDI018,Corn,,217.68,Quintals,113
ARR0007033,13.02.2026,047,Sarso,PBW-343,-157.08,KG,138
,05/09/2026,M011,Makki,Local,439.15,Q,62
ARR0000330,03/07/2026,MANDI-003,Paddy,HD-2967,189.25,Q,7
ARR0017660,29/07/2026,MANDI041,Corn,PBW-343,36869.0,KG,37
ARR0001473,09/02/2026,mandi_016,Chawal,PBW-343,"8,831.0 KG",,5
ARR0017487,2026/02/12,mandi053,Narma,Premium,15646.0,KG,134
ARR0020760,29/04/2026,mandi005,Kapas,Local,100.17,Qtl,28
ARR0015164,05-Aug-2026,027,Gehun,,266.01,qtl,140
ARR0017918,02-07-2026,MANDI025,corn,Local,493.36 qtl,,140
ARR0004523,04-May-2026,MANDI049,Maize,Pusa-1121,375.13,Quintals,73
ARR0020114,2026/04/17,MANDI036,GEHUN,HD-2967,36.2,Quintals,28
ARR0000850,2026/01/12,MANDI018,Wheat,Hybrid,414.47,Quintals,99
ARR0022192,08-22-2026,mandi_032,mustard,Pusa-1121,35.47,T,48
ARR0018007,23.03.2026,MANDI-007,Cotton,PBW-343,376.23 qtl,,NA
ARR0012125,2026-08-10,mandi_025,Ganne,Premium,25.761000000000003,T,118
ARR0020931,02-Jul-2026,MANDI-001,Wheat,PBW-343,237.94,Q,7
ARR0017881,2026-09-05,MANDI056,Makki,Premium,360.81,quintal,NA
ARR0021056,04-Jan-2026,MANDI021,Ganna,,235.12,Qtl,105
ARR0002211,2026-06-11,MANDI017,Dhaan,,131.25,Qtl,113
ARR0021687,19/01/2026,mandi005,Cotton,,-44.57,Qtl,149
ARR0023957,16-Jan-2026,MANDI028,WHEAT,PBW-343,221.49,Quintals,79
ARR0022081,2026-02-24,MANDI032,Chawal,Pusa-1121,"27,217.0 KG",,97
ARR0003203,11-Feb-2026,048,Dhaan,HD-2967,86.1,Quintals,30
ARR0005608,23.01.2026,012,सरसों,,23.683,MT,NA
ARR0018600,15.05.2026,MANDI008,गन्ना,,33557.0,kg,12
ARR0024419,25-Jun-2026,mandi_020,GEHUN,Hybrid,205.18,Qtl,55
ARR0023446,2026-01-26,MANDI057,Wheat,Pusa-1121,255.15,quintal,NA
ARR0001285,04.03.2026,M033,Sarso,Local,27206.0,Kgs,108
ARR0013469,2026-01-11,MANDI039,Basmati,Pusa-1121,274.88,qtl,NA
ARR0011617,26-Jan-2026,038,गेहूं,Premium,"19,246.0 KG",,99
ARR0008607,05-18-2026,M003,Narma,PBW-343,33.095,tonnes,107
ARR0003594,2026/04/22,036,cotton,Local,317.74 qtl,,NA
ARR0021872,2026/08/09,mandi_007,Narma,,"45,839.0 KG",,NA
ARR0024466,2026-02-28,MANDI-020,Cotton,Pusa-1121,259.51,Q,139
,18/02/2026,mandi_034,Sarson,PBW-343,428.0,quintal,56
ARR0000210,14/05/2026,MANDI043,Kanak,Local,49420.0,kg,NA
ARR0012715,16-Mar-2026,MANDI012,सरसों,PBW-343,366.31 qtl,,136
ARR0003272,2026-02-07,MANDI005,Sugarcane,Premium,211.62,qtl,74
ARR0004718,06-23-2026,mandi_048,कपास,Local,54.13 qtl,,37
ARR0010287,01-06-2026,MANDI025,Wheat,Pusa-1121,109.23,Quintals,18
ARR0001005,17/04/2026,mandi_041,कपास,Local,-303.55,KG,122
ARR0020557,24/03/2026,MANDI025,Basmati,Hybrid,43.26 qtl,,72
ARR0003149,14.06.2026,MANDI014,mustard,Pusa-1121,49.007999999999996,tonnes,74
ARR0022130,04-26-2026,MANDI-019,mustard,Local,30689.0,KG,85
ARR0023728,2026-02-24,mandi_054,Basmati,HD-2967,463.36,Quintals,NA
ARR0010533,2026-08-07,MANDI003,Narma,HD-2967,409.19,Q,88
ARR0015248,2026-04-11,mandi017,wheat,,408.56,quintal,82
ARR0008458,2026/07/28,MANDI023,Makki,HD-2967,388.17,Q,114
ARR0011074,2026/04/28,M051,Basmati,Local,41138.0,Kilo,NA
ARR0016140,02.05.2026,MANDI-014,Wheat,Local,482.16 qtl,,94
ARR0011472,2026-03-24,MANDI038,Maize,Local,38858.0,KG,71
ARR0006035,2026-03-21,M050,Makki,,29.689999999999998,tonnes,61
ARR0012377,09.01.2026,MANDI056,मक्का,PBW-343,22419.0,KG,96
ARR0011526,19/08/2026,MANDI015,WHEAT,PBW-343,18493.0,Kgs,150
ARR0021103,18-Apr-2026,041,चावल,Premium,318.2,quintal,41
ARR0015441,04.02.2026,MANDI009,Makka,Premium,54.27,Qtl,85
ARR0006213,2026/05/10,MANDI057,Kapas,,6.961,MT,NA
ARR0020532,2026/05/27,MANDI052,Wheat,Premium,42.929,tonnes,139
ARR0020801,2026-07-26,mandi_030,Maize,PBW-343,-51.99,Qtl,40
ARR0003543,07-08-2026,M037,Mustard,Premium,158.48,quintal,NA
ARR0024587,2026-01-10,MANDI049,मक्का,Hybrid,45.941,Tonnes,67
ARR0000254,09/07/2026,MANDI048,Maize,Premium,5466.0,kg,72
ARR0006011,03-23-2026,MANDI038,गेहूं,HD-2967,48125.0,KG,90
ARR0007841,2026/07/01,MANDI-037,cotton,Premium,86.83,Qtl,116
ARR0009341,2026-09-01,M037,cotton,Local,"23,762.0 KG",,110
ARR0002143,20.01.2026,MANDI043,Mustard,HD-2967,"48,487.0 KG",,140
ARR0006093,13/04/2026,MANDI055,Makka,Premium,42.287,tonnes,NA
ARR0020974,04-28-2026,MANDI017,Ganne,Premium,476.39,qtl,72
ARR0006404,04.07.2026,mandi_045,गेहूं,Premium,-119.86,KG,NA
ARR0003078,06/03/2026,MANDI042,सरसों,Hybrid,16144.0,KG,78
ARR0007633,2026-03-01,MANDI-035,sugarcane,Premium,42852.0,KGS,129
ARR0001729,15-Jun-2026,mandi_031,sugarcane,PBW-343,111.79 qtl,,123
ARR0009275,24-Mar-2026,MANDI023,corn,PBW-343,476.08,Q,111
ARR0001672,2026/07/13,027,Sarso,Premium,266.96,Quintals,107
ARR0024086,03-Mar-2026,MANDI-043,Basmati,Premium,155.96,qtl,77
ARR0017644,17.08.2026,mandi_053,Mustard,,350.34,Qtl,71
ARR0014678,2026-05-14,M026,WHEAT,Local,345.24,Quintals,137
ARR0018268,30-Jul-2026,mandi024,सरसों,Hybrid,458.84,Quintals,103
ARR0017767,20.04.2026,mandi_022,Gehun,PBW-343,-342.33,KG,132
ARR0011442,01-Sep-2026,MANDI007,कपास,Premium,304.71,Qtl,NA
ARR0019058,26.07.2026,MANDI027,cotton,,31583.0,KGS,89
ARR0009696,02-10-2026,MANDI013,Sarson,,129.6,quintal,37
ARR0014594,2026/03/09,MANDI026,Sugarcane,Pusa-1121,33.467,tonnes,94
ARR0001972,2026/02/22,MANDI022,Maize,Hybrid,51.56 qtl,,74
ARR0022483,2026-03-08,MANDI-026,mustard,Local,29358.0,kg,8
ARR0019025,2026/03/21,MANDI036,Narma,Premium,267.49 qtl,,98
ARR0023406,02-13-2026,mandi027,Kapas,Pusa-1121,376.01,Q,137
ARR0015222,2026-04-06,MANDI021,धान,PBW-343,49.765,Tonnes,16
ARR0011991,06-03-2026,MANDI053,Cotton,Pusa-1121,44.767,MT,45
ARR0013056,08-Jun-2026,mandi_057,Makka,PBW-343,10.486,Tonnes,20
ARR0020927,2026-02-05,MANDI035,Kapas,HD-2967,-341.78,KG,NA
ARR0012605,15.01.2026,mandi_053,mustard,PBW-343,24287.0,Kgs,110
ARR0019960,08-May-2026,MANDI-001,चावल,HD-2967,34423.0,KGS,NA
ARR0007808,17/06/2026,038,Sarso,Premium,231.19 qtl,,48
ARR0000695,09/02/2026,MANDI024,Ganna,Pusa-1121,"39,772.0 KG",,39
ARR0005730,16-Mar-2026,MANDI002,Cotton,Local,"39,072.0 KG",,5
ARR0022405,2026-06-13,mandi034,Kapas,Local,35.71,T,71
ARR0012048,01-27-2026,mandi035,Kanak,Premium,378.57 qtl,,28
ARR0014157,2026-07-27,MANDI030,Cotton,Hybrid,16887.0,Kgs,81
ARR0024914,05.01.2026,mandi056,Kanak,PBW-343,351.09 qtl,,73
ARR0009354,02-24-2026,MANDI040,गेहूं,Premium,491.26,qtl,65
ARR0022007,2026/03/12,MANDI-045,Makka,,144.99 qtl,,94
ARR0016988,2026/07/13,MANDI041,Kapas,Premium,41769.0,Kilo,101
ARR0012366,24/03/2026,MANDI-037,Paddy,Pusa-1121,"42,589.0 KG",,86
ARR0002285,28.07.2026,M030,Dhaan,Local,450.76 qtl,,66
ARR0019900,06-Feb-2026,MANDI016,Ganna,Hybrid,151.69 qtl,,NA
ARR0024043,2026/05/06,mandi_049,Maize,,8.489,MT,25
ARR0003095,30-May-2026,MANDI023,Sarson,PBW-343,37.564,MT,70
ARR0015171,09/09/2026,mandi_048,paddy,Hybrid,31.77,tonnes,58
ARR0001678,09-03-2026,MANDI037,मक्का,PBW-343,406.71,Q,111
ARR0007365,2026/04/11,MANDI012,गेहूं,Hybrid,441.12 qtl,,106
,29-Aug-2026,MANDI018,cotton,Pusa-1121,306.06,Qtl,30
ARR0024278,06.09.2026,mandi_037,Ganne,,307.93,Q,NA
ARR0002274,15/01/2026,MANDI-012,Narma,PBW-343,39026.0,Kgs,146
ARR0016606,2026-02-02,MANDI-001,गन्ना,,188.29 qtl,,92
ARR0017864,2026/05/30,MANDI039,sugarcane,Pusa-1121,34.78,Qtl,NA
ARR0003245,25/03/2026,MANDI-022,Narma,,2.205,T,52
ARR0018131,16.03.2026,mandi007,कपास,Pusa-1121,39.95,Qtl,65
ARR0021069,2026-02-24,MANDI002,GEHUN,HD-2967,266.49 qtl,,137
ARR0006183,31/07/2026,mandi037,Wheat,Local,14219.999999999998,KG,89
ARR0011293,28/03/2026,MANDI-019,धान,HD-2967,11.789,MT,103
ARR0005042,01-13-2026,MANDI042,mustard,Pusa-1121,404.17,Qtl,56
ARR0004818,08/03/2026,M039,Makka,Local,28250.0,Kgs,136
ARR0004585,2026/03/16,mandi023,Corn,Premium,28914.0,Kilo,91
ARR0010633,19/05/2026,MANDI017,कपास,Premium,117.99,Qtl,18
ARR0003564,2026/07/18,MANDI-009,सरसों,Pusa-1121,23827.0,Kilo,139
ARR0017758,02-09-2026,053,Maize,PBW-343,4502.0,KG,91
ARR0015766,2026/07/19,MANDI012,Gehun,Pusa-1121,105.37,Quintals,106
ARR0017607,10/03/2026,M053,mustard,HD-2967,8.829,T,9
ARR0017170,20/04/2026,mandi037,सरसों,Premium,303.28,Quintals,NA
ARR0006177,27.07.2026,MANDI010,Sarson,PBW-343,16763.0,KG,107
ARR0009955,2026-08-25,mandi011,WHEAT,PBW-343,80.47,Qtl,93
ARR0018196,08-31-2026,033,Kanak,Premium,18546.0,Kgs,54
ARR0006313,2026/08/25,MANDI-014,Ganne,HD-2967,49972.0,KG,34
ARR0012556,2026/02/08,MANDI054,Wheat,Local,45.782,MT,NA
ARR0009989,2026/05/02,MANDI027,Cotton,Pusa-1121,264.1,qtl,129
ARR0006840,2026-01-19,MANDI035,Basmati,,49.165,T,24
ARR0012104,29.06.2026,MANDI024,Corn,Premium,43367.0,KGS,38
ARR0011533,11-Jan-2026,MANDI048,Sarso,HD-2967,"47,663.0 KG",,67
ARR0015822,2026-03-05,MANDI019,Mustard,PBW-343,"27,176.0 KG",,6
ARR0014171,2026-02-13,mandi010,sugarcane,Local,88.14,Quintals,138
ARR0007744,03.03.2026,MANDI028,गन्ना,Hybrid,3.4520000000000004,Tonnes,45
ARR0012005,23.02.2026,MANDI031,GEHUN,Pusa-1121,374.93,qtl,127
ARR0000657,19/05/2026,MANDI044,Ganna,Local,443.76 qtl,,42
ARR0010828,11-Jul-2026,M055,Makki,Premium,358.37,Q,120
ARR0010384,02-Jul-2026,MANDI012,sugarcane,PBW-343,"47,200.0 KG",,102
ARR0006685,22-Jan-2026,MANDI001,सरसों,,2.85,Tonnes,48
ARR0016363,25/06/2026,MANDI017,paddy,,8045.999999999999,kg,101
ARR0022962,2026/04/19,mandi040,WHEAT,Premium,49725.0,KG,62
ARR0008187,28/04/2026,MANDI041,Ganne,Local,-387.21,KG,43
ARR0021266,2026-08-17,mandi_057,mustard,Pusa-1121,36.58,tonnes,139
ARR0016508,06-20-2026,MANDI016,Mustard,Local,5296.0,Kgs,NA
ARR0003232,22-Jan-2026,035,cotton,PBW-343,41631.0,KGS,13
ARR0020714,2026/07/06,mandi047,Maize,HD-2967,-71.2,KG,41
ARR0011632,19.04.2026,023,गेहूं,Premium,3783.0,Kilo,99
,08.09.2026,041,Sugarcane,Hybrid,217.71 qtl,,109
ARR0002485,30.01.2026,mandi044,Maize,Pusa-1121,"3,036.0 KG",,102
ARR0013035,01-05-2026,MANDI020,corn,Premium,"39,617.0 KG",,54
ARR0022552,2026-01-28,MANDI-034,Makki,Pusa-1121,"9,644.0 KG",,131
ARR0017117,21/05/2026,M052,सरसों,PBW-343,164.46,quintal,NA
ARR0007206,2026/08/16,mandi_029,Narma,Local,40.499,Tonnes,68
ARR0021717,19.02.2026,MANDI015,Gehun,HD-2967,36.464,Tonnes,64
ARR0005968,01-27-2026,MANDI057,paddy,Hybrid,-319.51,Qtl,107
ARR0022128,22/04/2026,MANDI041,Sarson,Local,6.2170000000000005,MT,19
ARR0013072,30/04/2026,mandi_038,Wheat,Pusa-1121,12484.0,Kilo,18
ARR0013543,2026/04/13,MANDI057,Kanak,Hybrid,"5,915.0 KG",,16
ARR0000953,07-13-2026,MANDI-050,Cotton,HD-2967,476.21 qtl,,119
,19/04/2026,MANDI-030,Chawal,,420.64,qtl,NA
ARR0009362,07-Jul-2026,MANDI-039,Dhaan,Pusa-1121,194.18,Qtl,69
ARR0016660,2026-06-29,M033,Sarso,,19616.0,KGS,84
ARR0005665,2026/01/01,mandi_010,गन्ना,,"28,786.0 KG",,121
ARR0023082,05-Mar-2026,mandi_041,गन्ना,,444.41,Qtl,142
ARR0007029,2026/08/08,MANDI024,Ganne,Local,24.349,tonnes,126
ARR0021836,09-Mar-2026,mandi038,कपास,Local,44666.0,Kilo,44
ARR0003410,26.07.2026,M053,Kanak,PBW-343,209.92,Q,113
ARR0019843,2026-01-21,MANDI045,गन्ना,Local,17304.0,kg,NA
ARR0004776,2026/07/19,mandi037,Kapas,Premium,1153.0,KG,27
ARR0009911,2026/02/24,MANDI-042,कपास,Local,-119.69,Qtl,60
ARR0021410,06.05.2026,mandi_054,Mustard,,384.2,Q,59
ARR0024070,28/04/2026,MANDI-040,गन्ना,HD-2967,46.98 qtl,,100
ARR0007193,08-04-2026,mandi012,cotton,,-245.19,KG,79
ARR0022288,06/05/2026,mandi_042,Mustard,Premium,311.13,Q,17
ARR0023219,02/08/2026,MANDI-003,Gehun,,16.130000000000003,Tonnes,90
ARR0001160,2026/07/03,mandi047,मक्का,Hybrid,175.28,quintal,132
ARR0020407,04-24-2026,MANDI-045,Ganna,Pusa-1121,"3,123.0 KG",,NA
ARR0001462,09.06.2026,mandi046,Paddy,Hybrid,33.376999999999995,T,136
ARR0014675,27-Jul-2026,MANDI034,Sarson,Pusa-1121,"20,332.0 KG",,146
ARR0009025,24-Jan-2026,M046,Cotton,,39.902,T,138
ARR0015186,01-Feb-2026,MANDI-046,Maize,Premium,477.55,Quintals,76
ARR0016676,05.03.2026,MANDI-038,Makki,HD-2967,5.866,T,138
ARR0007954,05/06/2026,MANDI012,गन्ना,Premium,10.65 qtl,,NA
ARR0007760,2026-04-29,mandi012,Ganna,,291.98,Qtl,144
ARR0008635,26.03.2026,M004,Cotton,,81.24,Q,NA
ARR0023350,2026-06-26,MANDI050,Mustard,Hybrid,258.74,Qtl,NA
ARR0008119,2026-05-18,MANDI044,WHEAT,,305.93 qtl,,NA
ARR0014121,14.03.2026,mandi_036,गन्ना,Pusa-1121,41318.0,Kilo,64
ARR0014854,2026-04-29,041,Wheat,Premium,95.94,Q,53
ARR0016621,2026/09/07,mandi_009,Rice,,310.18 qtl,,60
ARR0016951,2026-05-12,MANDI026,Gehun,Hybrid,224.3 qtl,,67
ARR0005153,22-Aug-2026,mandi_029,Maize,HD-2967,332.77 qtl,,36
ARR0001147,06-08-2026,MANDI024,Makka,Pusa-1121,7484.999999999999,Kgs,NA
ARR0013949,2026/04/10,MANDI-011,Makki,PBW-343,"11,738.0 KG",,103
ARR0001938,04-02-2026,MANDI035,Mustard,PBW-343,214.59,qtl,18
ARR0021978,05-27-2026,MANDI022,Kanak,Pusa-1121,25.83,Quintals,115
ARR0023110,2026-05-03,MANDI029,Makka,Local,133.22,Q,10
ARR0012077,09.08.2026,MANDI048,मक्का,Pusa-1121,15291.0,Kgs,91
ARR0022541,2026/05/29,MANDI049,GEHUN,PBW-343,327.32,Qtl,NA
ARR0011180,2026-05-22,mandi_001,Cotton,Local,7940.000000000001,Kgs,134
ARR0019037,07-17-2026,057,WHEAT,Hybrid,399.69 qtl,,98
,02-21-2026,MANDI035,गेहूं,PBW-343,248.57,Qtl,38
ARR0000457,27-Feb-2026,MANDI027,sugarcane,,15.284,MT,82
ARR0018448,17/03/2026,mandi_036,cotton,Hybrid,487.83,qtl,18
ARR0022062,2026/03/04,MANDI026,सरसों,PBW-343,94.16,Q,39
ARR0005398,26/03/2026,MANDI056,Cotton,Premium,19774.0,Kilo,20
