record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,mandi_name,state,price_gap,price_gap_percent,below_msp,severity,severity_note
PR010899,2026-04-26,MANDI031,Sirsa,Mustard,5876.0,6505.89,6190.78,,Nangloi Jat Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009567,2026-04-26,MANDI036,Kurukshetra,Maize,2035.86,2526.14,2281.0,2090.0,Mysore Grain Market,Haryana,191.0,9.14,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009778,2026-04-26,MANDI037,Kurukshetra,Mustard,5396.9785795914,6453.63,5925.3,5650.0,Jorhat Grain Market,Haryana,275.3,4.87,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002522,2026-04-26,MANDI039,Unknown,Maize,2073.1106608509,2214.48,2144.0,2090.0,Anand Grain Market,Haryana,54.0,2.58,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011559,2026-04-26,MANDI044,Agra,Maize,2023.94,2323.53,2173.74,2090.0,Dehri Mandi,Uttar Pradesh,83.74,4.01,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009050,2026-04-26,MANDI044,Agra,Wheat,2225.0,2388.0,2306.0,2275.0,Dehri Mandi,Uttar Pradesh,31.0,1.36,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002319,2026-04-26,MANDI045,Meerut,Maize,1928.0,2214.0,2070.93,,Farrukhabad Mandi,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009243,2026-04-26,MANDI047,Muzaffarnagar,Wheat,2234.45,2350.1,2292.28,,Orai Market,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003917,2026-04-26,MANDI048,Muzaffarnagar,Rice,2183.67,2364.59,2274.0,2183.0,Chittoor Mandi,Uttar Pradesh,91.0,4.17,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008221,2026-04-26,MANDI051,Saharanpur,Maize,1833.5,2221.14,2027.0,2090.0,Gulbarga Market,Uttar Pradesh,-63.0,-3.01,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005436,2026-04-26,MANDI052,Saharanpur,Mustard,5534.0,6908.97,6221.0,5650.0,Kakinada APMC,Uttar Pradesh,571.0,10.11,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008094,2026-04-26,MANDI055,Bareilly,Rice,2199.0,2738.72,2468.97,2183.0,Chandigarh APMC,Uttar Pradesh,285.97,13.1,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009882,2026-04-26,MANDI057,Bareilly,Sugarcane,3442.0,3918.1315647179,3680.0,3500.0,Gorakhpur APMC,Uttar Pradesh,180.0,5.14,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006141,2026-04-26,,Ferozepur,Cotton,6247.0716279653,7754.34,7000.71,6620.0,,,380.71,5.75,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005130,2026-04-26,,Sirsa,Cotton,6024.74,6583.0,6304.0,6620.0,,,-316.0,-4.77,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011975,2026-04-26,,Ferozepur,Maize,2023.65,2207.08,2115.37,2090.0,,,25.37,1.21,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010563,2026-04-26,,Karnal,Maize,1887.22,2048.18,1967.7,2090.0,,,-122.3,-5.85,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006228,2026-04-26,,,Maize,2058.93,2230.57,2144.75,,,,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007810,2026-04-26,,Sirsa,Mustard,,6148.4895698467,5860.0,5650.0,,,210.0,3.72,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011966,2026-04-26,,Amritsar,Sugarcane,3582.0,3990.0,3786.09,3500.0,,,286.09,8.17,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002984,2026-04-26,,Kurukshetra,Wheat,2282.0,2599.0,2441.0,2275.0,,,166.0,7.3,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011108,2026-04-27,MANDI001,Ludhiana,Wheat,2197.9977611197,2700.93,2449.46,2275.0,Hyderabad Mandi,Punjab,174.46,7.67,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005449,2026-04-27,MANDI002,Ludhiana,Mustard,5439.8,5755.25,5597.52,5650.0,Solapur Mandi,Punjab,-52.48,-0.93,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005088,2026-04-27,MANDI003,Ludhiana,Maize,1818.65,2007.07,1913.0,2090.0,Vijayawada Mandi,Punjab,-177.0,-8.47,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000096,2026-04-27,MANDI003,Ludhiana,Sugarcane,,3836.0,,3500.0,Vijayawada Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003614,2026-04-27,MANDI004,Ludhiana,Cotton,6206.0,7501.86,6853.7753779517,6620.0,Khandwa Grain Market,Punjab,233.78,3.53,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009543,2026-04-27,MANDI005,Amritsar,Sugarcane,3458.42,4188.37,3823.0,3500.0,Bhilwara Grain Market,Punjab,323.0,9.23,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002380,2026-04-27,MANDI006,Amritsar,Mustard,5786.0,6450.12,6118.01,5650.0,Kochi Mandi,Punjab,468.01,8.28,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002535,2026-04-27,MANDI006,Amritsar,Wheat,2002.473935831,2137.54,2070.01,,Kochi Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009169,2026-04-27,MANDI007,Amritsar,Mustard,5914.95,7129.0,6522.02,5650.0,Nashik Mandi,Punjab,872.02,15.43,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000393,2026-04-27,MANDI010,Jalandhar,Sugarcane,3482.65,3914.0,3698.0,3500.0,Dhule APMC,Punjab,198.0,5.66,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011369,2026-04-27,MANDI011,Patiala,Wheat,2150.97,2423.62,2287.3,2275.0,Arrah Mandi,Punjab,12.3,0.54,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009228,2026-04-27,MANDI012,Patiala,Cotton,,7390.85,7082.77,6620.0,Gaya Grain Market,Punjab,462.77,6.99,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011492,2026-04-27,MANDI015,Bathinda,Maize,1893.21,2200.33,2046.77,2090.0,Amravati Grain Market,Punjab,-43.23,-2.07,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009354,2026-04-27,MANDI015,Bathinda,Mustard,4810.4439968276,5073.37,4941.905297634,5650.0,Amravati Grain Market,Punjab,-708.09,-12.53,1.0,SEVERE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007179,2026-04-27,MANDI017,Unknown,Maize,2188.0,2424.11,2305.9727533798,2090.0,Parbhani Market,Punjab,215.97,10.33,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005294,2026-04-27,MANDI018,Moga,Cotton,6257.74,7053.0,6655.0,,Jaunpur Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011035,2026-04-27,MANDI020,Ferozepur,Cotton,6373.22,6888.64,6631.0,,Kadapa Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001140,2026-04-27,MANDI020,Ferozepur,Mustard,5726.77,6069.0,5898.0,5650.0,Kadapa Mandi,Punjab,248.0,4.39,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006468,2026-04-27,MANDI021,Ferozepur,Sugarcane,3605.1,3985.89,3795.5,,Guna Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR004345,2026-04-27,MANDI021,Ferozepur,Wheat,2086.12,2474.82,2280.4678871151,2275.0,Guna Mandi,Punjab,5.47,0.24,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010683,2026-04-27,MANDI023,Karnal,Maize,1805.4601247837,2200.0,2002.75,2090.0,Panihati APMC,Haryana,-87.25,-4.17,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001079,2026-04-27,MANDI023,Karnal,Mustard,5909.04,6618.51,6263.7794401775,,Panihati APMC,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010001,2026-04-27,MANDI024,Karnal,Maize,2074.18,2568.87,2322.0,2090.0,Jaipur Mandi,Haryana,232.0,11.1,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006316,2026-04-27,MANDI024,Karnal,Mustard,5666.72,6910.07,6288.39,5650.0,Jaipur Mandi,Haryana,638.39,11.3,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001225,2026-04-27,MANDI025,Karnal,Cotton,6260.0,6863.68,,6620.0,Dindigul APMC,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR004818,2026-04-27,MANDI025,Karnal,Sugarcane,2979.13,3569.0,3273.89,3500.0,Dindigul APMC,Haryana,-226.11,-6.46,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005701,2026-04-27,MANDI026,Hisar,Maize,1864.19,2167.0,,,Tadipatri Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010594,2026-04-27,MANDI026,Hisar,Mustard,5434.26,5733.5129645687,5583.88,5650.0,Tadipatri Mandi,Haryana,-66.12,-1.17,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005512,2026-04-27,MANDI028,Hisar,Wheat,2287.0,2639.92,,2275.0,Machilipatnam APMC,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010739,2026-04-27,MANDI032,Unknown,Sugarcane,3048.0,3733.0,3390.0,3500.0,Chapra Grain Market,Haryana,-110.0,-3.14,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002619,2026-04-27,MANDI032,Unknown,Wheat,2212.71,,2407.0,2275.0,Chapra Grain Market,Haryana,132.0,5.8,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005347,2026-04-27,MANDI033,Ambala,Cotton,6227.56,6651.09,6439.0,,South Dumdum Grain Market,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001344,2026-04-27,MANDI034,Ambala,Maize,1819.0,2081.98,1950.24,2090.0,Ludhiana Grain Market,Haryana,-139.76,-6.69,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006428,2026-04-27,MANDI035,Ambala,Cotton,6169.08,6754.0,6461.47,6620.0,Guntakal Mandi,Haryana,-158.53,-2.39,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003106,2026-04-27,MANDI035,Ambala,Maize,1847.7411979837,2221.0,2034.28,2090.0,Guntakal Mandi,Haryana,-55.72,-2.67,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003575,2026-04-27,MANDI038,Kurukshetra,Mustard,5442.5886233548,6649.24,6046.0,,Jalandhar Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011592,2026-04-27,MANDI040,Fatehabad,Cotton,5940.95,7275.84,6608.0,6620.0,Jodhpur Market,Haryana,-12.0,-0.18,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000301,2026-04-27,MANDI042,Fatehabad,Maize,2121.0,2548.15,2334.73,2090.0,Erode Mandi,Haryana,244.73,11.71,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010849,2026-04-27,MANDI042,Fatehabad,Maize,1861.37,1958.04,1909.71,2090.0,Erode Mandi,Haryana,-180.29,-8.63,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR004667,2026-04-27,MANDI042,Fatehabad,Rice,1914.72,2183.28,2049.0029694675,,Erode Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008255,2026-04-27,MANDI043,Agra,Wheat,2019.0,,2107.0,2275.0,Danapur Mandi,Uttar Pradesh,-168.0,-7.38,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR004497,2026-04-27,MANDI047,Muzaffarnagar,Rice,1856.75,1988.0,,2183.0,Orai Market,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008809,2026-04-27,MANDI047,Muzaffarnagar,Wheat,2108.66,2349.93,2229.3,2275.0,Orai Market,Uttar Pradesh,-45.7,-2.01,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011160,2026-04-27,MANDI048,Muzaffarnagar,Mustard,5511.95,6699.71,6105.83,5650.0,Chittoor Mandi,Uttar Pradesh,455.83,8.07,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007367,2026-04-27,MANDI049,Muzaffarnagar,Cotton,6422.37,7443.0,6932.71,6620.0,Machilipatnam Mandi,Uttar Pradesh,312.71,4.72,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005367,2026-04-27,MANDI052,Saharanpur,Sugarcane,,3252.0,3158.52,3500.0,Kakinada APMC,Uttar Pradesh,-341.48,-9.76,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010525,2026-04-27,MANDI053,Saharanpur,Maize,2133.0,2658.69,2395.94,2090.0,Panihati Market,Uttar Pradesh,305.94,14.64,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006920,2026-04-27,MANDI054,Saharanpur,Rice,2220.0,2582.38,2400.95,,Nangloi Jat Grain Market,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002314,2026-04-27,MANDI054,Saharanpur,Wheat,2024.01,2244.95,2134.48,2275.0,Nangloi Jat Grain Market,Uttar Pradesh,-140.52,-6.18,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009332,2026-04-27,MANDI056,Bareilly,Sugarcane,3001.418450357,3488.0,3244.67,3500.0,Bilaspur Mandi,Uttar Pradesh,-255.33,-7.3,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006589,2026-04-27,MANDI056,Bareilly,Wheat,2321.56,2752.36,2537.0,2275.0,Bilaspur Mandi,Uttar Pradesh,262.0,11.52,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003260,2026-04-27,MANDI057,Bareilly,Mustard,5664.0,6617.18,6140.77,,Gorakhpur APMC,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010252,2026-04-27,,Kurukshetra,Cotton,6369.67,7866.0,7118.0,6620.0,,,498.0,7.52,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002379,2026-04-27,,Amritsar,Rice,2236.55,2357.04,2296.8,2183.0,,,113.8,5.21,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002816,2026-04-27,,,Rice,1911.76,2208.78,2060.27,2183.0,,,-122.73,-5.62,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007689,2026-04-28,MANDI003,Ludhiana,Cotton,6783.5,7287.4768364938,7035.0,,Vijayawada Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010640,2026-04-28,MANDI003,Ludhiana,Wheat,2133.06,2375.27,2254.17,2275.0,Vijayawada Mandi,Punjab,-20.83,-0.92,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001555,2026-04-28,MANDI007,Amritsar,Sugarcane,3117.1656634313,3594.02,3356.0,,Nashik Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008439,2026-04-28,MANDI008,Amritsar,Cotton,5824.14,6518.95,6172.0,6620.0,Bijapur Market,Punjab,-448.0,-6.77,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003464,2026-04-28,MANDI008,Amritsar,Maize,2140.0,2280.97,2210.53,2090.0,Bijapur Market,Punjab,120.53,5.77,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007024,2026-04-28,MANDI008,Amritsar,Mustard,,7032.73,6426.13,5650.0,Bijapur Market,Punjab,776.13,13.74,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009158,2026-04-28,MANDI009,Jalandhar,Maize,2089.97,2253.75,2171.86,2090.0,Jamshedpur APMC,Punjab,81.86,3.92,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003792,2026-04-28,MANDI014,Patiala,Rice,2012.49,2333.0,,2183.0,Bathinda Grain Market,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011453,2026-04-28,MANDI016,Bathinda,Cotton,6569.07,7026.0,6797.63,6620.0,Kulti APMC,Punjab,177.63,2.68,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009084,2026-04-28,MANDI016,Bathinda,Sugarcane,3173.5,3935.0,,,Kulti APMC,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008516,2026-04-28,MANDI018,Moga,Mustard,5930.0,6841.0,6385.0,5650.0,Jaunpur Mandi,Punjab,735.0,13.01,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008885,2026-04-28,MANDI018,Moga,Sugarcane,3127.06,3821.93,3474.0,3500.0,Jaunpur Mandi,Punjab,-26.0,-0.74,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006550,2026-04-28,MANDI019,Moga,Rice,2070.92,2352.79,2212.0,2183.0,Karimnagar Grain Market,Punjab,29.0,1.33,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002005,2026-04-28,MANDI020,Ferozepur,Maize,2061.0,,2253.0,2090.0,Kadapa Mandi,Punjab,163.0,7.8,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000222,2026-04-28,MANDI020,Ferozepur,Sugarcane,3485.1248997515,,3614.02,,Kadapa Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005185,2026-04-28,MANDI021,Ferozepur,Maize,1847.0,2077.67,1962.47,,Guna Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011948,2026-04-28,MANDI021,Ferozepur,Wheat,2349.0,2494.46,2421.5,,Guna Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007336,2026-04-28,MANDI022,Karnal,Sugarcane,3364.88,4058.8998289072,3712.0,3500.0,Eluru APMC,Haryana,212.0,6.06,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR004582,2026-04-28,MANDI022,Karnal,Wheat,2138.7,2592.0,2365.42,,Eluru APMC,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007399,2026-04-28,MANDI023,Karnal,Sugarcane,3302.38,3961.31,3632.0,3500.0,Panihati APMC,Haryana,132.0,3.77,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010258,2026-04-28,MANDI024,Karnal,Wheat,2147.29,2383.69,2265.0,,Jaipur Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005577,2026-04-28,MANDI029,Sirsa,Cotton,6220.53,6862.0,6541.0,6620.0,Asansol Grain Market,Haryana,-79.0,-1.19,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010087,2026-04-28,MANDI029,Sirsa,Rice,2154.4474376245,2491.0,2323.0,2183.0,Asansol Grain Market,Haryana,140.0,6.41,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001357,2026-04-28,MANDI030,Sirsa,Mustard,5605.0,6969.18,6287.04,5650.0,Patiala APMC,Haryana,637.04,11.28,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008707,2026-04-28,MANDI031,Sirsa,Maize,2180.85,2407.68,2294.2646682511,2090.0,Nangloi Jat Mandi,Haryana,204.26,9.77,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011368,2026-04-28,MANDI034,Ambala,Rice,2218.0,2696.41,2456.99,2183.0,Ludhiana Grain Market,Haryana,273.99,12.55,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008670,2026-04-28,MANDI037,Kurukshetra,Cotton,5877.0,6529.52209946,6203.0,6620.0,Jorhat Grain Market,Haryana,-417.0,-6.3,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001877,2026-04-28,MANDI038,Kurukshetra,Cotton,6070.34,6646.0,6357.95,,Jalandhar Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007215,2026-04-28,MANDI038,Kurukshetra,Cotton,6523.67,7256.02,6889.84,6620.0,Jalandhar Mandi,Haryana,269.84,4.08,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003572,2026-04-28,MANDI038,Kurukshetra,Maize,1843.1695926997,2215.0,,2090.0,Jalandhar Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009317,2026-04-28,MANDI040,Fatehabad,Rice,1891.0,2232.92,2061.73,,Jodhpur Market,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002548,2026-04-28,MANDI040,Fatehabad,Wheat,1964.92,2232.96,2098.94,2275.0,Jodhpur Market,Haryana,-176.06,-7.74,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006863,2026-04-28,MANDI041,Fatehabad,Sugarcane,3461.0,3835.49,3648.25,3500.0,Gurgaon Grain Market,Haryana,148.25,4.24,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001848,2026-04-28,MANDI042,Fatehabad,Rice,1968.3968531117,2329.08,2149.0,2183.0,Erode Mandi,Haryana,-34.0,-1.56,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002789,2026-04-28,MANDI042,Fatehabad,Sugarcane,3239.0,3558.0,3398.0,,Erode Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002149,2026-04-28,MANDI044,Agra,Cotton,5670.0,6120.0,5895.17,6620.0,Dehri Mandi,Uttar Pradesh,-724.83,-10.95,1.0,SEVERE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010295,2026-04-28,MANDI045,Meerut,Maize,1947.0,2109.09,2028.11,2090.0,Farrukhabad Mandi,Uttar Pradesh,-61.89,-2.96,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010803,2026-04-28,MANDI045,Meerut,Maize,2173.66,2386.36,,2090.0,Farrukhabad Mandi,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011050,2026-04-28,MANDI046,Unknown,Maize,1965.77,2319.05,2142.41,2090.0,Baranagar Market,Uttar Pradesh,52.41,2.51,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001349,2026-04-28,MANDI046,Unknown,Mustard,5702.0,6271.0,5986.26,5650.0,Baranagar Market,Uttar Pradesh,336.26,5.95,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009747,2026-04-28,MANDI047,Muzaffarnagar,Rice,2071.0,2270.0,2170.0,2183.0,Orai Market,Uttar Pradesh,-13.0,-0.6,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
