date,district,rainfall_mm,temperature_celsius,humidity_percent,arrival_quantity_qtl,arrival_records
2026-05-05,Unknown,44.8,32.75,64.5,1316.39,6
2026-05-06,Agra,18.94,24.8,63.0,383.51,2
2026-05-06,Ambala,23.34,29.16,70.75,390.44,2
2026-05-06,Amritsar,28.93,31.78,61.0,1925.19,10
2026-05-06,Bareilly,30.01,22.85,37.5,630.48,3
2026-05-06,Bathinda,9.4,25.4,63.33,761.19,3
2026-05-06,Fatehabad,28.87,20.94,84.5,1952.0,8
2026-05-06,Ferozepur,39.23,24.97,80.5,211.15,2
2026-05-06,Jalandhar,29.2,28.46,66.6,137.78,1
2026-05-06,Karnal,23.6,30.8,35.0,1998.97,7
2026-05-06,Kurukshetra,27.16,27.74,78.33,985.9,4
2026-05-06,Ludhiana,26.98,32.5,57.5,2062.25,9
2026-05-06,Moga,29.88,31.17,41.67,909.35,3
2026-05-06,Muzaffarnagar,47.5,30.45,60.5,1955.01,9
2026-05-06,Saharanpur,7.22,28.56,62.0,2391.98,11
2026-05-06,Sirsa,20.47,22.57,70.0,2517.76,8
2026-05-06,Unknown,4.7,26.27,63.33,1531.51,5
2026-05-07,Agra,12.8,21.94,71.0,1448.14,5
2026-05-07,Ambala,26.51,27.94,71.0,844.88,5
2026-05-07,Amritsar,19.71,30.25,39.33,1707.99,6
2026-05-07,Bareilly,29.84,29.36,59.33,815.98,4
2026-05-07,Bathinda,32.78,29.65,58.0,228.37,2
2026-05-07,Fatehabad,28.58,29.23,67.33,1724.51,5
2026-05-07,Ferozepur,17.84,20.7,59.5,1034.87,5
2026-05-07,Hisar,42.8,29.84,50.5,1137.86,4
2026-05-07,Jalandhar,29.84,27.54,72.0,930.8,4
2026-05-07,Karnal,24.8,28.3,91.0,1859.31,6
2026-05-07,Kurukshetra,37.27,28.27,63.25,1632.94,5
2026-05-07,Ludhiana,19.13,33.73,69.5,1733.51,6
2026-05-07,Meerut,29.43,27.33,50.5,1124.26,5
2026-05-07,Moga,32.92,26.72,71.67,975.2,3
2026-05-07,Muzaffarnagar,14.1,25.7,87.5,1224.69,6
2026-05-07,Patiala,42.58,21.34,63.0,2716.8,9
2026-05-07,Saharanpur,29.85,28.43,60.67,1843.38,9
2026-05-07,Sirsa,42.8,17.1,66.0,1987.6,6
2026-05-07,Unknown,38.9,34.22,56.0,1090.71,4
2026-05-08,Agra,23.67,22.0,81.0,627.73,3
2026-05-08,Ambala,23.86,28.52,54.71,1609.63,4
2026-05-08,Amritsar,25.68,26.81,53.2,1609.58,7
2026-05-08,Bareilly,20.6,36.81,55.33,2190.51,8
2026-05-08,Bathinda,17.3,30.03,69.5,1333.16,5
2026-05-08,Fatehabad,28.45,31.11,70.33,1727.77,5
2026-05-08,Hisar,19.88,23.16,46.75,1106.09,4
2026-05-08,Jalandhar,11.55,28.1,70.83,1160.71,5
2026-05-08,Karnal,30.48,30.65,66.2,2134.94,7
2026-05-08,Ludhiana,18.98,32.06,57.0,2246.0,9
2026-05-08,Moga,,16.5,92.0,1822.98,5
2026-05-08,Muzaffarnagar,8.4,39.4,52.0,1754.94,6
2026-05-08,Patiala,26.63,25.57,45.33,891.04,5
2026-05-08,Sirsa,20.44,29.6,54.5,644.09,5
2026-05-08,Unknown,1.52,38.7,38.0,2030.35,6
2026-05-09,Agra,17.68,29.97,67.0,750.35,2
2026-05-09,Ambala,,16.0,87.0,341.24,3
2026-05-09,Amritsar,23.5,25.58,82.0,1619.62,5
2026-05-09,Bareilly,45.13,24.84,56.5,1138.62,6
2026-05-09,Fatehabad,44.2,38.72,,987.3,4
2026-05-09,Ferozepur,32.4,23.28,39.0,1103.97,3
2026-05-09,Hisar,48.0,19.23,59.5,299.18,2
2026-05-09,Jalandhar,8.0,32.5,36.0,1488.81,6
2026-05-09,Karnal,27.69,25.76,64.57,1787.12,5
2026-05-09,Kurukshetra,31.87,26.88,63.6,194.54,1
2026-05-09,Ludhiana,9.17,28.1,69.67,1423.21,7
2026-05-09,Meerut,12.22,26.73,71.0,0.0,1
2026-05-09,Moga,14.1,27.51,61.6,910.46,4
2026-05-09,Muzaffarnagar,12.43,27.8,66.17,173.95,2
2026-05-09,Patiala,13.0,18.47,44.0,3119.6,12
2026-05-09,Saharanpur,34.29,37.4,51.0,694.96,4
2026-05-09,Sirsa,20.57,25.59,59.0,1065.61,5
2026-05-09,Unknown,33.56,32.0,75.0,1747.91,8
2026-05-10,Agra,22.93,29.34,76.0,182.37,1
2026-05-10,Ambala,23.0,27.65,46.5,1091.03,4
2026-05-10,Amritsar,25.15,21.42,68.0,687.05,4
2026-05-10,Bareilly,40.39,28.44,89.0,920.86,5
2026-05-10,Bathinda,37.02,33.14,69.5,1260.95,5
2026-05-10,Ferozepur,26.22,25.15,69.67,997.07,6
2026-05-10,Hisar,33.85,26.31,53.83,972.01,3
2026-05-10,Jalandhar,13.0,29.2,73.0,211.32,2
2026-05-10,Karnal,,33.9,89.0,1998.73,5
2026-05-10,Kurukshetra,21.6,31.33,66.17,1971.32,6
2026-05-10,Ludhiana,11.18,29.35,54.0,1628.72,7
2026-05-10,Meerut,48.51,33.7,70.0,186.2,2
2026-05-10,Moga,29.15,21.08,49.5,64.5,1
2026-05-10,Muzaffarnagar,45.7,16.5,79.0,591.99,2
2026-05-10,Saharanpur,41.3,30.76,57.5,1524.3,5
2026-05-10,Sirsa,36.21,24.15,49.5,978.76,3
2026-05-10,Unknown,26.8,28.96,55.5,877.09,3
2026-05-11,Agra,40.0,27.2,93.0,1400.73,5
2026-05-11,Ambala,17.9,27.3,58.0,954.35,3
2026-05-11,Amritsar,22.62,23.93,59.33,1671.59,6
2026-05-11,Bareilly,15.1,22.6,51.0,1645.39,5
2026-05-11,Bathinda,0.1,15.1,50.0,408.59,3
2026-05-11,Fatehabad,8.7,37.0,75.0,1223.98,3
2026-05-11,Ferozepur,,20.0,86.0,626.9,2
2026-05-11,Hisar,20.28,28.6,71.83,1164.23,5
2026-05-11,Jalandhar,8.6,29.23,45.5,540.39,3
2026-05-11,Karnal,33.7,24.81,63.33,211.32,2
2026-05-11,Kurukshetra,48.26,37.7,39.0,755.31,3
2026-05-11,Ludhiana,24.5,33.53,62.0,1519.29,8
2026-05-11,Meerut,27.35,29.63,70.0,294.55,2
2026-05-11,Moga,6.6,26.13,58.67,1056.34,4
2026-05-11,Muzaffarnagar,43.92,29.43,49.67,2300.79,9
2026-05-11,Saharanpur,38.9,27.54,68.5,2144.38,9
2026-05-11,Sirsa,29.7,24.73,64.0,333.67,2
2026-05-11,Unknown,25.7,29.27,41.67,480.17,2
2026-05-12,Agra,38.85,20.75,89.0,950.79,5
2026-05-12,Ambala,2.34,27.05,68.5,1723.38,6
2026-05-12,Amritsar,25.0,30.63,55.71,1384.18,5
2026-05-12,Bareilly,34.3,25.7,46.33,947.7,4
2026-05-12,Bathinda,11.7,16.39,,708.29,3
2026-05-12,Fatehabad,22.58,29.81,70.5,188.11,2
2026-05-12,Ferozepur,21.38,31.24,65.6,988.23,3
2026-05-12,Jalandhar,22.23,35.87,42.67,931.13,2
2026-05-12,Karnal,29.18,23.4,58.0,1287.65,6
2026-05-12,Kurukshetra,4.2,29.28,,1220.37,5
2026-05-12,Ludhiana,36.21,21.35,69.0,2088.72,7
2026-05-12,Meerut,14.3,20.1,47.0,223.06,1
2026-05-12,Muzaffarnagar,25.8,34.9,45.0,194.32,1
2026-05-12,Saharanpur,26.37,24.5,61.0,855.89,4
2026-05-12,Sirsa,17.27,37.1,63.0,588.44,2
2026-05-12,Unknown,19.93,25.2,62.8,1360.13,5
2026-05-13,Agra,25.11,26.72,58.25,895.56,3
2026-05-13,Ambala,6.85,26.44,51.0,908.16,4
2026-05-13,Amritsar,15.91,31.64,54.0,256.67,2
2026-05-13,Fatehabad,48.01,19.8,31.0,1060.55,5
2026-05-13,Ferozepur,14.1,35.89,65.0,411.05,2
2026-05-13,Hisar,9.65,30.13,78.67,449.8,2
2026-05-13,Jalandhar,21.33,24.3,73.67,810.7,3
2026-05-13,Karnal,32.51,27.2,30.0,810.63,5
2026-05-13,Kurukshetra,13.77,29.3,62.33,1308.43,7
2026-05-13,Ludhiana,27.58,25.85,44.5,1177.34,5
2026-05-13,Meerut,14.1,39.9,49.0,1052.92,4
2026-05-13,Moga,21.47,32.4,63.4,739.24,3
2026-05-13,Muzaffarnagar,26.9,21.71,51.0,821.46,3
2026-05-13,Unknown,28.6,24.92,61.67,1757.79,6
2026-05-14,Agra,30.45,22.97,84.33,868.76,4
2026-05-14,Ambala,28.52,24.78,61.75,1040.62,5
2026-05-14,Amritsar,26.9,28.01,76.0,1802.58,6
2026-05-14,Bareilly,13.65,27.27,54.25,1082.77,4
2026-05-14,Bathinda,23.0,33.47,72.5,837.39,5
2026-05-14,Fatehabad,1.23,27.05,62.5,1357.4,6
2026-05-14,Ferozepur,22.3,31.92,46.75,592.06,2
2026-05-14,Hisar,27.28,31.98,56.0,1515.43,5
2026-05-14,Jalandhar,36.45,21.2,56.0,1156.52,3
2026-05-14,Karnal,,31.72,44.0,2059.46,8
2026-05-14,Kurukshetra,29.15,28.82,72.2,899.98,3
2026-05-14,Ludhiana,45.1,24.3,56.0,2547.03,9
2026-05-14,Moga,22.3,29.36,49.25,927.64,3
2026-05-14,Patiala,12.4,19.2,64.0,1439.33,6
2026-05-14,Saharanpur,16.6,32.19,45.33,1629.33,6
2026-05-14,Sirsa,13.1,16.8,30.0,2123.05,5
2026-05-14,Unknown,36.3,19.72,,1214.23,5
2026-05-15,Agra,19.19,27.0,41.5,153.75,1
2026-05-15,Ambala,23.34,30.74,62.0,1261.53,5
2026-05-15,Amritsar,,22.7,60.5,745.46,4
2026-05-15,Bareilly,46.1,22.64,71.5,1253.54,3
2026-05-15,Bathinda,37.22,36.02,46.0,146.35,1
2026-05-15,Fatehabad,10.9,29.65,77.0,1605.06,6
2026-05-15,Ferozepur,24.6,27.97,64.25,920.02,3
2026-05-15,Hisar,20.01,28.83,72.33,633.49,3
2026-05-15,Jalandhar,23.42,26.92,60.0,20.14,2
2026-05-15,Karnal,27.47,26.76,67.5,1738.59,8
2026-05-15,Kurukshetra,24.3,28.34,48.5,1022.92,5
2026-05-15,Ludhiana,16.57,24.83,69.67,931.17,5
2026-05-15,Meerut,14.24,29.53,64.67,491.63,2
2026-05-15,Muzaffarnagar,33.0,30.85,44.5,97.69,2
2026-05-15,Patiala,22.73,27.0,39.0,2078.04,8
2026-05-15,Saharanpur,27.58,26.14,80.0,1811.78,6
2026-05-15,Sirsa,26.75,22.46,53.0,1196.46,5
2026-05-15,Unknown,10.7,31.3,36.0,1616.44,7
2026-05-16,Agra,7.72,25.06,39.0,1981.23,9
2026-05-16,Ambala,34.9,20.4,63.67,754.56,4
2026-05-16,Amritsar,21.79,36.56,62.67,2191.41,9
2026-05-16,Bareilly,21.02,30.66,41.67,1178.05,5
2026-05-16,Bathinda,20.3,29.28,59.0,895.42,5
2026-05-16,Fatehabad,21.9,31.26,52.33,1985.67,8
2026-05-16,Ferozepur,24.0,29.24,55.33,632.34,4
2026-05-16,Hisar,4.4,34.5,49.0,1594.21,5
2026-05-16,Jalandhar,18.8,30.2,73.0,1163.07,4
2026-05-16,Karnal,21.1,25.41,63.4,3123.4,9
2026-05-16,Kurukshetra,27.65,23.6,57.0,1411.16,7
2026-05-16,Ludhiana,30.54,29.74,84.0,924.99,6
2026-05-16,Meerut,20.25,27.72,65.75,1377.9,3
2026-05-16,Moga,36.8,30.0,38.0,215.74,1
2026-05-16,Muzaffarnagar,11.7,25.76,63.0,2138.6,7
2026-05-16,Patiala,14.6,30.26,73.0,2252.21,7
2026-05-16,Saharanpur,28.21,27.65,49.0,1932.39,8
2026-05-16,Sirsa,20.7,28.77,55.67,1700.0,7
2026-05-16,Unknown,27.4,25.22,52.0,2122.86,6
2026-05-17,Agra,36.83,23.4,67.67,340.57,1
2026-05-17,Ambala,30.36,26.76,61.33,1041.0,3
2026-05-17,Amritsar,38.1,31.95,45.5,2349.59,8
2026-05-17,Bareilly,31.45,18.66,63.5,657.65,5
2026-05-17,Bathinda,5.4,27.84,86.0,936.99,3
2026-05-17,Fatehabad,35.75,29.6,74.5,1837.61,5
2026-05-17,Ferozepur,31.96,29.99,67.5,901.15,3
2026-05-17,Hisar,49.5,38.28,81.0,459.19,3
2026-05-17,Jalandhar,27.6,23.57,58.8,1233.36,5
2026-05-17,Karnal,14.88,25.12,41.75,1907.68,6
2026-05-17,Kurukshetra,47.24,24.1,95.0,822.66,7
2026-05-17,Meerut,13.43,28.6,70.6,316.63,1
2026-05-17,Moga,14.13,32.23,65.67,193.68,2
2026-05-17,Muzaffarnagar,45.4,35.78,83.0,1579.74,7
2026-05-17,Patiala,21.24,29.47,52.67,2226.33,8
2026-05-17,Saharanpur,12.86,28.86,58.0,1630.78,5
2026-05-17,Sirsa,30.46,21.3,70.67,1680.01,7
2026-05-17,Unknown,28.35,29.37,83.0,1858.7,8
2026-05-18,Agra,25.88,27.22,77.5,1730.18,7
2026-05-18,Ambala,27.52,21.5,63.75,1194.22,6
2026-05-18,Amritsar,39.17,28.3,79.67,2113.1,7
2026-05-18,Bareilly,31.29,24.7,51.0,2278.54,7
2026-05-18,Bathinda,45.51,26.26,64.0,805.63,2
2026-05-18,Fatehabad,16.65,22.37,54.33,1203.23,5
2026-05-18,Ferozepur,34.35,16.6,60.0,380.66,2
2026-05-18,Hisar,8.49,33.36,68.4,1319.44,9
2026-05-18,Jalandhar,35.15,29.04,80.67,1025.64,5
2026-05-18,Karnal,36.7,37.39,82.0,1222.39,6
2026-05-18,Ludhiana,26.75,30.23,63.0,2853.18,11
2026-05-18,Meerut,30.35,21.14,68.5,919.53,2
2026-05-18,Moga,16.35,32.58,68.5,631.98,3
2026-05-18,Muzaffarnagar,22.77,32.58,60.0,1601.4,4
2026-05-18,Patiala,28.5,15.7,75.0,1678.04,8
2026-05-18,Saharanpur,24.4,27.7,68.0,829.62,8
2026-05-18,Sirsa,12.0,23.6,52.5,1321.21,7
2026-05-18,Unknown,6.6,16.5,67.0,958.09,6
2026-05-19,Agra,33.7,24.09,59.0,1442.9,4
2026-05-19,Ambala,22.2,28.36,67.25,2587.96,9
2026-05-19,Amritsar,33.7,28.87,55.67,2315.43,10
2026-05-19,Bareilly,8.13,37.2,66.0,1406.38,8
2026-05-19,Bathinda,20.28,27.98,73.0,1901.14,6
2026-05-19,Fatehabad,21.32,29.25,70.0,1822.23,7
2026-05-19,Ferozepur,43.8,22.75,57.5,687.11,2
2026-05-19,Hisar,33.87,20.83,37.0,1925.8,6
2026-05-19,Jalandhar,24.03,34.13,74.67,1587.88,5
2026-05-19,Karnal,15.6,32.91,53.67,1796.68,8
2026-05-19,Kurukshetra,,28.72,83.0,2241.47,8
2026-05-19,Ludhiana,37.6,32.39,69.0,2551.39,10
2026-05-19,Meerut,7.77,33.91,61.5,204.59,3
2026-05-19,Moga,29.3,31.16,56.5,926.58,2
2026-05-19,Muzaffarnagar,17.6,25.4,72.5,1811.6,7
2026-05-19,Sirsa,25.2,32.15,73.0,822.31,4
2026-05-19,Unknown,37.6,31.1,94.0,546.23,5
2026-05-20,Agra,25.28,29.0,59.67,1192.31,5
2026-05-20,Ambala,32.51,16.2,40.0,1865.81,8
2026-05-20,Amritsar,10.9,36.2,32.0,632.77,4
2026-05-20,Bareilly,23.02,27.34,60.2,1120.48,5
2026-05-20,Fatehabad,9.2,29.57,59.0,708.59,2
2026-05-20,Ferozepur,44.9,20.0,31.0,851.99,3
2026-05-20,Hisar,24.89,30.76,72.5,1729.56,8
2026-05-20,Jalandhar,8.7,20.61,79.0,552.98,3
2026-05-20,Karnal,35.94,29.87,60.0,4647.77,14
2026-05-20,Kurukshetra,22.65,26.9,66.0,1777.75,7
2026-05-20,Ludhiana,26.66,23.3,47.0,1726.41,6
2026-05-20,Meerut,13.21,31.9,63.0,683.51,4
2026-05-20,Saharanpur,20.7,29.36,55.67,903.71,5
2026-05-20,Unknown,45.8,22.64,76.33,2114.37,8
2026-05-21,Agra,20.93,29.47,64.0,1317.26,5
2026-05-21,Ambala,9.4,22.39,89.0,1040.59,5
2026-05-21,Amritsar,32.8,20.78,74.0,1654.56,6
2026-05-21,Bareilly,30.6,22.96,70.0,1117.49,5
2026-05-21,Bathinda,29.9,31.89,77.0,430.86,2
2026-05-21,Fatehabad,46.5,34.7,77.0,644.78,4
2026-05-21,Ferozepur,48.4,22.0,52.5,915.5,3
2026-05-21,Hisar,34.1,24.44,34.0,1042.36,4
2026-05-21,Karnal,15.85,24.46,61.0,1260.88,5
2026-05-21,Kurukshetra,15.97,26.97,79.67,2614.44,7
2026-05-21,Ludhiana,37.69,25.14,73.0,2119.27,6
2026-05-21,Meerut,,18.65,61.0,809.8,2
2026-05-21,Moga,22.75,33.36,80.0,649.14,3
2026-05-21,Muzaffarnagar,33.87,26.3,62.8,359.52,2
2026-05-21,Patiala,29.05,31.7,76.0,1292.4,5
2026-05-21,Saharanpur,3.3,25.1,76.0,874.34,4
2026-05-21,Sirsa,26.28,26.08,55.25,1107.22,3
2026-05-21,Unknown,11.7,30.57,67.67,1360.8,5
2026-05-22,Agra,45.72,23.1,95.0,1358.97,4
2026-05-22,Ambala,34.81,19.05,85.0,2411.9,7
2026-05-22,Amritsar,29.46,30.59,49.5,2078.08,8
2026-05-22,Bareilly,38.45,35.81,76.5,912.92,8
2026-05-22,Bathinda,24.74,25.62,71.75,1262.74,6
2026-05-22,Fatehabad,15.28,31.07,85.33,743.02,3
2026-05-22,Ferozepur,10.07,21.07,77.0,501.2,2
2026-05-22,Hisar,0.7,27.9,76.0,1243.7,5
2026-05-22,Jalandhar,12.9,24.14,72.2,3065.16,8
2026-05-22,Karnal,4.83,23.6,63.0,1724.61,6
2026-05-22,Kurukshetra,27.69,29.0,88.0,265.46,2
2026-05-22,Ludhiana,,19.8,72.0,956.52,5
2026-05-22,Meerut,35.34,24.82,88.0,426.84,2
2026-05-22,Moga,34.9,35.9,,619.6,5
2026-05-22,Muzaffarnagar,45.08,33.14,64.0,2559.25,8
2026-05-22,Patiala,43.6,28.3,60.0,1342.03,6
2026-05-22,Saharanpur,21.78,23.87,65.5,2298.71,8
2026-05-22,Sirsa,25.3,33.24,66.67,1020.0,7
2026-05-22,Unknown,19.5,21.56,67.0,1318.05,9
2026-05-23,Agra,35.09,27.31,62.33,118.03,1
2026-05-23,Ambala,33.93,23.62,64.6,706.36,2
2026-05-23,Amritsar,25.76,29.8,61.33,1798.54,6
2026-05-23,Bareilly,30.45,29.5,77.5,497.9,5
2026-05-23,Bathinda,9.65,21.7,58.33,320.77,2
2026-05-23,Fatehabad,26.44,28.12,55.75,826.57,5
2026-05-23,Ferozepur,38.96,28.34,76.6,369.84,1
2026-05-23,Jalandhar,24.75,28.5,62.25,812.24,3
2026-05-23,Karnal,36.9,29.8,45.5,1408.61,5
2026-05-23,Kurukshetra,,34.7,34.0,543.13,4
2026-05-23,Ludhiana,28.73,30.62,62.5,931.52,3
2026-05-23,Meerut,24.6,32.37,58.0,800.87,2
2026-05-23,Moga,12.1,32.98,50.75,1644.34,6
2026-05-23,Saharanpur,25.97,25.0,70.0,2721.42,8
2026-05-23,Sirsa,39.1,25.94,72.5,1031.91,5
2026-05-23,Unknown,31.9,30.06,60.5,1242.26,6
2026-05-24,Agra,33.65,24.26,67.33,113.86,1
2026-05-24,Ambala,,34.61,50.0,1454.25,3
2026-05-24,Amritsar,13.4,23.96,71.0,938.6,4
2026-05-24,Bareilly,35.3,36.8,39.0,1509.6,7
2026-05-24,Bathinda,9.91,20.61,60.5,1047.47,4
2026-05-24,Fatehabad,21.8,18.15,67.5,1282.86,5
2026-05-24,Ferozepur,27.07,25.33,47.67,465.52,2
2026-05-24,Hisar,30.26,24.62,68.8,1099.79,6
2026-05-24,Jalandhar,33.2,34.93,65.5,1219.22,5
2026-05-24,Karnal,28.87,21.96,55.33,1894.46,9
2026-05-24,Kurukshetra,36.05,29.53,67.67,1653.69,5
2026-05-24,Ludhiana,21.44,25.03,54.67,2742.29,9
2026-05-24,Meerut,15.39,29.22,60.6,1290.29,3
2026-05-24,Moga,34.15,19.87,69.0,767.28,3
2026-05-24,Muzaffarnagar,49.78,15.8,92.0,853.44,6
2026-05-24,Patiala,40.39,25.56,76.33,1633.61,6
2026-05-24,Saharanpur,15.8,25.9,40.0,544.49,2
2026-05-24,Sirsa,45.72,25.4,69.0,833.8,2
2026-05-24,Unknown,26.31,23.56,78.67,1104.84,3
2026-05-25,Agra,31.8,22.0,83.0,699.01,4
2026-05-25,Ambala,25.75,25.62,66.67,462.05,3
2026-05-25,Amritsar,31.1,25.15,46.0,864.06,4
2026-05-25,Bareilly,29.4,27.71,64.5,3177.26,10
2026-05-25,Bathinda,24.47,24.02,73.0,548.45,2
2026-05-25,Fatehabad,25.36,25.14,61.75,358.59,1
2026-05-25,Ferozepur,15.1,32.5,75.0,583.65,2
2026-05-25,Hisar,38.45,24.92,68.4,981.18,3
2026-05-25,Jalandhar,0.7,24.7,61.5,531.79,2
2026-05-25,Karnal,21.7,34.79,44.0,272.6,2
2026-05-25,Kurukshetra,13.55,30.78,41.67,1315.65,6
2026-05-25,Ludhiana,31.61,31.84,54.67,2926.93,11
2026-05-25,Moga,16.03,36.25,42.5,203.97,1
2026-05-25,Muzaffarnagar,21.6,32.9,82.0,2203.47,9
2026-05-25,Patiala,30.7,28.3,73.5,1647.15,7
2026-05-25,Saharanpur,30.73,37.39,50.0,302.8,2
2026-05-25,Sirsa,14.48,26.15,74.0,1637.61,5
2026-05-26,Agra,23.67,22.61,54.57,388.86,2
2026-05-26,Ambala,19.92,26.7,44.5,658.73,3
2026-05-26,Amritsar,20.87,22.36,39.67,1863.86,6
2026-05-26,Bareilly,45.97,32.4,51.0,1964.1,6
2026-05-26,Bathinda,7.3,22.44,77.5,327.7,1
2026-05-26,Fatehabad,6.6,28.2,38.0,1558.43,7
2026-05-26,Ferozepur,16.0,29.07,70.33,89.74,1
2026-05-26,Hisar,29.74,28.28,58.5,1092.03,3
2026-05-26,Jalandhar,21.51,28.07,42.0,1506.11,7
2026-05-26,Karnal,26.5,20.3,60.0,1562.62,6
2026-05-26,Kurukshetra,22.99,29.9,,1215.38,5
2026-05-26,Ludhiana,28.86,27.55,46.4,2957.43,10
2026-05-26,Meerut,8.9,22.95,93.0,855.76,3
2026-05-26,Moga,34.4,31.4,71.0,581.52,2
2026-05-26,Muzaffarnagar,25.87,30.03,69.67,1803.99,9
2026-05-26,Patiala,30.3,21.5,78.0,1900.68,9
2026-05-26,Saharanpur,,36.9,54.0,1737.87,10
2026-05-26,Sirsa,17.78,25.6,45.0,1522.72,5
2026-05-26,Unknown,14.26,28.73,72.0,1535.02,8
2026-05-27,Agra,15.28,31.9,37.5,688.0,4
2026-05-27,Ambala,24.16,25.16,59.0,2323.12,10
2026-05-27,Amritsar,18.56,37.44,48.5,1927.45,8
2026-05-27,Bareilly,24.52,36.24,50.5,1542.45,6
2026-05-27,Bathinda,32.69,27.87,66.67,324.33,2
2026-05-27,Fatehabad,23.66,26.66,71.75,1044.26,4
2026-05-27,Ferozepur,24.14,23.33,68.71,982.23,4
2026-05-27,Hisar,35.3,28.1,41.0,460.91,1
2026-05-27,Jalandhar,26.15,28.46,52.8,1518.05,5
2026-05-27,Karnal,27.3,25.02,59.17,970.89,6
2026-05-27,Kurukshetra,43.5,28.25,,2573.74,10
2026-05-27,Ludhiana,29.2,28.14,68.25,867.58,4
2026-05-27,Meerut,3.5,36.22,72.0,331.69,1
2026-05-27,Moga,25.47,28.87,82.0,771.96,2
2026-05-27,Muzaffarnagar,41.4,22.25,68.0,2743.71,10
2026-05-27,Patiala,13.72,23.9,,3187.87,10
2026-05-27,Saharanpur,5.1,26.9,90.0,1403.95,5
2026-05-27,Sirsa,7.87,32.4,75.67,1431.46,8
2026-05-27,Unknown,28.0,18.9,58.5,2434.6,8
2026-05-28,Agra,18.69,21.67,70.67,287.64,3
2026-05-28,Ambala,43.1,18.11,56.0,611.97,2
2026-05-28,Amritsar,19.92,21.54,39.6,961.09,5
2026-05-28,Bareilly,27.95,24.67,75.33,1513.29,6
2026-05-28,Bathinda,6.9,18.56,84.0,742.19,2
2026-05-28,Fatehabad,26.72,22.22,60.8,1322.64,6
2026-05-28,Ferozepur,21.33,26.78,63.0,745.84,4
2026-05-28,Hisar,14.82,31.65,53.75,1106.51,3
2026-05-28,Jalandhar,31.14,35.6,66.5,763.21,2
2026-05-28,Karnal,35.31,26.9,78.0,505.28,3
2026-05-28,Kurukshetra,,21.09,67.0,1319.41,5
2026-05-28,Ludhiana,18.51,21.45,72.25,2028.87,8
2026-05-28,Meerut,,35.6,54.0,41.12,1
2026-05-28,Moga,29.46,32.87,75.33,1212.57,3
2026-05-28,Muzaffarnagar,21.1,24.3,30.0,1500.54,7
2026-05-28,Patiala,26.51,30.33,54.33,1160.14,5
2026-05-28,Saharanpur,20.2,31.8,52.0,2423.36,9
2026-05-28,Sirsa,33.1,25.74,79.75,1088.7,5
2026-05-28,Unknown,42.23,32.94,72.0,1503.85,8
2026-05-29,Agra,8.36,25.44,47.0,962.07,4
2026-05-29,Ambala,16.14,32.74,71.0,1568.38,6
2026-05-29,Amritsar,17.35,31.8,63.5,1349.23,6
2026-05-29,Bathinda,23.22,28.0,66.67,693.41,4
2026-05-29,Fatehabad,25.2,30.7,66.5,493.76,5
2026-05-29,Ferozepur,17.55,26.93,67.5,415.27,2
2026-05-29,Hisar,20.37,23.0,75.0,700.34,3
2026-05-29,Jalandhar,7.4,34.3,,268.89,2
2026-05-29,Karnal,37.61,24.02,57.0,1193.5,7
2026-05-29,Kurukshetra,19.28,25.69,45.0,792.48,4
2026-05-29,Ludhiana,26.8,15.35,92.0,1260.52,6
2026-05-29,Meerut,18.1,28.96,64.0,289.92,1
2026-05-29,Moga,12.8,22.61,52.5,1376.2,5
2026-05-29,Muzaffarnagar,35.0,20.78,73.0,1356.96,5
2026-05-29,Patiala,21.7,24.8,59.75,851.7,3
2026-05-29,Saharanpur,16.37,28.01,62.67,1748.66,9
2026-05-29,Sirsa,38.1,17.24,63.0,230.03,2
2026-05-29,Unknown,33.13,27.27,64.67,1885.27,5
2026-05-30,Agra,10.63,22.33,64.0,654.13,2
2026-05-30,Ambala,26.9,26.17,70.4,1002.48,4
2026-05-30,Amritsar,27.37,33.77,60.67,2691.58,11
2026-05-30,Bareilly,33.59,32.97,56.67,362.54,1
2026-05-30,Bathinda,32.2,32.7,76.5,236.2,1
2026-05-30,Fatehabad,43.3,30.46,93.0,1341.83,6
2026-05-30,Hisar,36.4,30.62,58.0,1760.27,7
2026-05-30,Jalandhar,17.6,30.6,66.0,766.79,4
2026-05-30,Karnal,38.3,27.77,57.0,2319.9,6
2026-05-30,Kurukshetra,21.3,29.4,60.67,522.95,4
2026-05-30,Moga,28.05,24.85,42.5,1165.06,3
2026-05-30,Muzaffarnagar,27.7,34.8,50.0,2011.8,7
2026-05-30,Patiala,3.9,15.0,60.0,72.91,2
2026-05-30,Saharanpur,24.15,28.58,71.4,515.02,3
2026-05-30,Sirsa,44.5,27.14,64.5,1684.55,7
2026-05-30,Unknown,23.2,20.7,43.0,2245.23,9
2026-05-31,Agra,18.8,16.5,40.0,703.31,4
2026-05-31,Ambala,23.37,31.06,77.0,631.29,2
2026-05-31,Amritsar,4.15,32.45,75.0,800.8,4
2026-05-31,Bathinda,38.25,25.68,69.75,718.37,3
2026-05-31,Fatehabad,13.21,29.25,34.0,1604.61,10
2026-05-31,Ferozepur,47.75,29.4,52.0,556.79,3
2026-05-31,Hisar,27.4,21.2,75.0,901.7,3
2026-05-31,Jalandhar,34.47,22.97,54.75,1252.51,7
